oracle, Pattern, NLP, TM, MAT, MAT_TM, MAT_NLP,Comments
0,0,0,0,0,0,0,// class attributes
0,0,0,0,0,0,0,//++ Action command names //$NON-NLS-1$
0,0,0,0,0,0,0,"/* (non-Javadoc)     * @see org.apache.jmeter.visualizers.SamplerResultTab#clearData()     */"
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,//$NON-NLS-1$ resource name
0,0,0,0,0,0,0,// The following getters may appear not to be used - however they are invoked via the Functor class
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,//this.setDaemon(true);
0,0,0,0,0,0,0,// desc.add("Use fully qualified host name: TRUE/FALSE (Default FALSE)"); //$NON-NLS-1$
0,0,0,1,0,1,1,// We really should never get here // because eval will throw an exception // if xpath is invalid, but whatever, better // safe
0,0,0,0,0,0,0,// Check if we know the encoding of the page
0,0,0,0,0,0,0,// doctype
0,0,0,0,0,0,0,// Now parse the DOM tree
0,0,0,0,0,0,0,// drop-down list for renderer
0,0,0,0,0,0,0,// a url is always in a Tag.
0,0,0,0,0,0,0,// if no results render in jmeter.properties, load Standard (default)
0,0,0,0,0,0,0,/* A checkbox choosing whether or not only successes should be logged. */
0,0,1,0,0,0,0,//NOT USED protected   static final String TAG_URL               = "requestUrl";       //$NON-NLS-1$
0,0,0,0,0,0,0,// If a table cell is being edited, we must cancel the editing before // deleting the row
0,0,0,0,0,0,0,// Names for the fields // $NON-NLS-1$
0,0,0,0,0,0,0,// only contains Argument (or HTTPArgument)
0,0,0,0,0,0,0,// instance attributes
0,0,0,0,0,0,0,// format (HMTL, XHTML, XML)
0,0,0,0,0,0,0,// errors only
0,0,0,0,0,0,0,// When the encoding is not known, the argument will get the encoded value, and the "encode?" set to false
0,0,0,0,0,0,0,// Table still contains one or more rows, so highlight // (select) the appropriate one.
0,0,0,0,0,0,0,// thresholds
0,0,0,0,0,0,0,//$NON-NLS-1$$NON-NLS-2$
0,0,0,0,0,0,0,//$NON-NLS-1$ // We only support chunked transfer encoding
0,0,0,0,0,0,0,// Relatively expensive operation, so do it once
0,0,0,0,0,0,0,// return JMeterContextService.getContext().getCurrentSampler().getName();
0,0,0,0,0,0,0,// Button Panel
0,0,0,0,0,0,0,// create the JTable that holds auth per row
0,0,0,0,0,0,0,"/* (non-Javadoc)     * @see org.apache.jmeter.visualizers.request.RequestView#setSamplerResult(java.lang.Object)     */"
0,0,0,0,0,0,0,// Ignore non-HTTP samplers
0,0,0,0,0,0,0,// wait for server to stop
0,0,0,0,0,0,0,// $NON-NLS-1$ // Detect if user has pressed a new link
0,0,0,0,0,0,0,// Drop the last character:
0,0,0,0,0,0,0,// N.B. originally called clear() // @see also JMeterGUIComponent
0,0,0,0,0,0,0,//NOOP
0,0,0,0,0,0,0,// $NON-NLS-1$ $NON-NLS-2$
0,0,0,0,0,0,0,// store the operator
0,0,0,0,0,0,0,//$NON-NLS-1$ $NON-NLS-2$
0,0,0,0,0,0,0,// default
0,0,0,0,0,0,0,// Whether to use dymanic key generation (if supported) // $NON-NLS-1$;
0,0,0,0,0,0,0,// $NON-NLS-1$ // $NON-NLS-2$
0,0,0,0,0,0,0,//$NON-NLS-1$;
0,0,0,0,0,0,0,// all table cells are editable
0,0,0,0,0,0,0,// $NON_NLS-1$
0,0,0,0,0,0,0,// Put the check boxes in a column in a panel
0,0,0,0,0,0,0,// Convert the old numeric types - just in case someone wants to reload the workbench
0,0,0,0,0,0,0,// Assume URL
0,0,0,0,0,0,0,"/* (non-Javadoc)     * @see org.apache.jmeter.visualizers.request.RequestView#getLabel()     */"
0,0,0,0,0,0,0,// Don't get tripped up by RE chars in the arg name
0,0,0,0,0,0,0,// With ssl request, url is host:port (without https:// or path) // $NON-NLS-1$
0,0,0,0,0,0,0,// name="sessionid" value="value"
0,0,0,0,0,0,0,// return the current value (don't forget the prefix!)
0,0,0,0,0,0,0,// increment the value
0,0,0,0,0,0,0,// Whether to use the redirect disabling feature (can be switched off if it does not work)
0,0,0,0,0,0,0,// Use null for url to simulate that HttpRequestHdr do not // know the encoding for the page. Specify contentEncoding, so the // request is "sent" using that encoding
0,0,0,0,0,0,0,//        super(new JMeterTreeNode(new WorkBenchGui().createTestElement(), null)); //        TestElement tp = new TestPlanGui().createTestElement(); //        initTree(tp);
0,0,1,0,0,0,0,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // e.g. "Transfer-Encoding: chunked", which is processed automatically by the underlying protocol // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ pseudo-header for reporting Local Address // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // For handling caching // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ //e.g. public, max-age=259200 //e.g. Date Header of response 
0,0,0,0,0,0,0,// Cannot use getThreadContext() as not cloned per thread
0,0,0,0,0,0,0,"/*     * Although the lock appears to be an instance lock, in fact the lock is     * shared between all threads in a thread group, but different thread groups     * have different locks - see the clone() method below     *     * The lock ensures that all the variables are processed together, which is     * important for functions such as __CSVRead and _StringFromFile.     */"
0,0,0,0,0,0,0,// revert
0,0,0,0,0,0,0,// Check if the include pattern is matched
0,0,0,0,0,0,0,// PreProcessors are cloned per-thread, so this will be saved per-thread // $NON-NLS-1$
0,0,0,0,0,0,0,// Package protected to allow test case access
0,0,0,0,0,0,0,// String in the panel // Do not make these static, otherwise language changes don't work // $NON-NLS-1$
0,0,0,0,0,0,0,// ;sessionid=value // $NON-NLS-1$
0,0,0,0,0,0,0,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$
0,0,0,0,0,0,0,// Not 100% sure, but I believe this can't happen, so // I'll log and throw an error:
0,0,0,0,0,0,0,//  value="value" name="sessionid" // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-2$ // $NON-NLS-3$ // $NON-NLS-1$ // $NON-NLS-1$
0,0,0,0,0,0,0,// can be specified in jmeter.properties //$NON-NLS-1$
0,0,0,0,0,0,0,"/*     * ------------------------------------------------------------------------     * Methods implemented from interface org.apache.jmeter.config.Modifier     * ------------------------------------------------------------------------     */"
0,0,0,0,0,0,0,"/* (non-Javadoc)     * @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testIterationStart(org.apache.jmeter.engine.event.LoopIterationEvent)     */"
0,0,0,0,0,0,0,// if a mask for this argument exists
0,0,0,0,0,0,0,"/* (non-Javadoc)     * @see org.apache.jmeter.report.writers.PageSummary#setPageTitle(java.lang.String)     */"
0,0,0,0,0,0,0,// values to be masked must be set in the WebApp to "*"
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,// Check which HTTPSampler class we should use
0,0,0,0,0,0,0,// If a content encoding is specified, we set it as http parameter, so that // the post body will be encoded in the specified content encoding
0,0,0,0,0,0,0,// Allow list of headers to be overridden // $NON-NLS-1$
0,0,0,0,0,0,0,// create instances needed for parsing
0,0,0,0,0,0,0,// Test CSV file with a header line
0,0,0,0,0,0,0,// Don't break the world just because this failed:
0,0,0,0,0,0,0,// go on with next property.
0,0,0,0,0,0,0,// register content handler
0,0,0,0,0,0,0,// Engine may be null if it has not correctly started
0,0,0,0,0,0,0,// register error handler
0,0,0,0,0,0,0,// Build the replacer from all the variables in the collection:
0,0,0,0,0,0,0,// parse
0,0,0,0,0,0,0,//Synchronize on the info object's MUTEX to ensure //Multiple threads don't update the scheduled time simultaneously
0,0,0,0,0,0,0,// ------------------------------------------- // Constructors // -------------------------------------------
0,0,0,0,0,0,0,// Check if the user wants to create from template
0,0,0,0,0,0,0,// initalise pointer to first user
0,0,0,0,0,0,0,// $NON-NLS-1$ // default: bottom //$NON-NLS-1$
0,0,0,0,0,0,0,// Use round robin allocation of user details
0,0,0,0,0,0,0,// Assume we have already created the store
0,0,0,0,0,0,0,// no entries in all users, therefore create an empty Map object
0,0,0,0,0,0,0,// $NON-NLS-1$; // $NON-NLS-1$;
0,0,0,0,0,0,0,// verify if regex groups exists
0,0,0,0,0,0,0,// no CA key - probably the wrong store type. // cannot continue
0,0,0,0,0,0,0,// Note UserParameterXML accesses this variable // to obtain the Set data via method getParsedParameters()
0,0,0,0,0,0,0,// Set up some objects for the script to play with //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ // Previously mis-spelt as theadName //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,// cannot be first line either
0,0,0,0,0,0,0,// Leave header as is // headerBuf.append(conn.getHeaderField(0).substring(0, 8)); // headerBuf.append(" "); // headerBuf.append(conn.getResponseCode()); // headerBuf.append(" "); // headerBuf.append(conn.getResponseMessage()); //$NON-NLS-1$
0,0,0,0,0,0,0,// ensure Proxy threads cannot interfere with each other
0,0,0,0,0,0,0,// store is faulty, we need to recreate it // if cert is not valid, flag up to recreate it
0,0,0,0,0,0,0,// Otherwise, the response is scanned for these strings //$NON-NLS-1$
0,0,0,0,0,0,0,"/*     * @return     */"
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,// ------------------------------------------- // Methods // -------------------------------------------
0,0,0,0,0,0,0,// Set the title for the first tab //$NON-NLS-1$ // Remove the other tabs if present // $NON-NLS-1$
0,0,0,0,0,0,0,// Should Tidy be quiet?
0,0,0,0,0,0,0,// reload to pick up new aliases // reloading is very quick compared with creating an entry currently
0,0,0,0,0,0,0,// haven't got to reset paramname & paramvalue // but did it to keep the code looking correct
0,0,0,0,0,0,0,//$NON-NLS-1$  // Test can't have a duration more than 2^31 secs (cast from long to int)
0,0,0,0,0,0,0,"/*     * These are used as GUI item names;     * LOWERBOUND, UPPERBOUND and INCREMENT are used in the focusLost() method     */"
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-2$
0,0,0,0,0,0,0,"/*     * @param element     */"
0,0,0,0,0,0,0,// These names must agree case-wise with the variable and property names //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,// this.updateUI();
0,0,0,0,0,0,0,//$NON-NLS-1$  //$NON-NLS-2$ //$NON-NLS-1$
0,0,0,0,0,0,0,// Property was found in a config element. Whether or not // it matched the value in the sampler, we're done with // this property -- don't look at lower-priority configs:
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,// Should we download external DTDs?
0,0,0,0,0,0,0,// boolean pass = true;
0,0,0,0,0,0,0,// regex //$NON-NLS-1$ // template //$NON-NLS-1$ // which match //$NON-NLS-1$ // between text //$NON-NLS-1$ // default text //$NON-NLS-1$ // output variable name //$NON-NLS-1$ // input variable //$NON-NLS-1$
0,0,0,0,0,0,0,// Called by XPathAssertionGui
0,0,0,0,0,0,0,//$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$
0,0,1,0,0,0,0,// Don't make these static, otherwise language change does not work //$NON-NLS-1$
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ // Previously mis-spelt as theadName //$NON-NLS-1$ //$NON-NLS-1$ (may be null) //$NON-NLS-1$ (may be null) //$NON-NLS-1$
0,0,0,0,0,0,0,// Report Tidy errors as Assertion failure?
0,0,0,0,0,0,0,// Use null for url and contentEncoding, to simulate that HttpRequestHdr do not // know the encoding for the page
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-1$ // Check if it is form data //$NON-NLS-1$ // Get the form field name //$NON-NLS-1$
0,0,0,0,0,0,0,// Process tolerant settings
0,0,0,0,0,0,0,// Show Tidy warnings ?
0,0,0,0,0,0,0,//$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,//$NON-NLS-1$//$NON-NLS-2$
0,0,0,0,0,0,0,// Non-Tidy options
0,0,0,0,0,0,0,// Tabbed results: fill table //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,// Needed by AbstractTestElement. // Also TestElementConverter and TestElementPropertyConverter for handling empty comments //$NON-NLS-1$ // N.B. Comments originally only applied to Test Plans, hence the name - which can now not be easily changed
0,0,0,0,0,0,0,// Tidy options
0,0,0,0,0,0,0,// Set the title for the first tab //$NON-NLS-1$ // Add the other tabs if not present // $NON-NLS-1$ // $NON-NLS-1$
0,0,0,0,0,0,0,// The HTTPClient always urlencodes both name and value, // so if the argument is already encoded, we have to decode // it before adding it to the post request
0,0,0,0,0,0,0,// setup bottom tabs, first Raw, second Parsed //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,// Title multipart
0,0,0,0,0,0,0,// Add local JMeter properties, if the file is found //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,// If invokee was provided, then clazz has been set up
0,0,0,0,0,0,0,// Label // count // Mean // median // 90% // Min // Max // Error %age //$NON-NLS-1$ // Throughput //$NON-NLS-1$ // pageSize   //$NON-NLS-1$
0,0,0,0,0,0,0,// Called by XPathExtractorGui
0,0,0,0,0,0,0,// Although this field is mutable, it is only accessed within the synchronized method deliverSampler()
0,0,0,0,0,0,0,// Check for local contentEncoding (charset) override; fall back to default for content body // we do this here rather so we can use the same charset to retrieve the data
0,0,0,0,0,0,0,//$NON-NLS-1$ // file_merge.setAccelerator( // KeyStroke.getKeyStroke(KeyEvent.VK_O, KeyEvent.CTRL_MASK)); // Set default SAVE menu item to disabled since the default node that // is selected is ROOT, which does not allow items to be inserted.
0,0,0,0,0,0,0,// We get the posted bytes using the charset that was used to create them
0,0,0,0,0,0,0,//    public final static String CONNECTION = "MongoSourceElement.connection"; //$NON-NLS-1$ //    public final static String SOURCE = "MongoSourceElement.source"; //$NON-NLS-1$ // //    public final static String AUTO_CONNECT_RETRY = "MongoSourceElement.autoConnectRetry"; //$NON-NLS-1$ //    public final static String CONNECTIONS_PER_HOST = "MongoSourceElement.connectionsPerHost"; //$NON-NLS-1$ //    public final static String CONNECT_TIMEOUT = "MongoSourceElement.connectTimeout"; //$NON-NLS-1$ //    public final static String CONTINUE_ON_INSERT_ERROR = "MongoSourceElement.continueOnInsertError"; //$NON-NLS-1$ //    public final static String MAX_AUTO_CONNECT_RETRY_TIME = "MongoSourceElement.maxAutoConnectRetryTime"; //$NON-NLS-1$ //    public final static String MAX_WAIT_TIME = "MongoSourceElement.maxWaitTime"; //$NON-NLS-1$ //    public final static String SOCKET_TIMEOUT = "MongoSourceElement.socketTimeout"; //$NON-NLS-1$ //    public final static String SOCKET_KEEP_ALIVE = "MongoSourceElement.socketKeepAlive"; //$NON-NLS-1$ //    public final static String THREADS_ALLOWED_TO_BLOCK_MULTIPLIER = "MongoSourceElement.threadsAllowedToBlockForConnectionMultiplier"; //$NON-NLS-1$ // //    public final static String FSYNC = "MongoSourceElement.fsync"; //$NON-NLS-1$ //    public final static String SAFE = "MongoSourceElement.safe"; //$NON-NLS-1$ //    public final static String WAIT_FOR_JOURNALING = "MongoSourceElement.waitForJournaling"; //$NON-NLS-1$ //    public final static String WRITE_OPERATION_NUMBER_OF_SERVERS = "MongoSourceElement.writeOperationNumberOfServers"; //$NON-NLS-1$ //    public final static String WRITE_OPERATION_TIMEOUT = "MongoSourceElement.writeOperationTimeout"; //$NON-NLS-1$
0,0,0,0,0,0,0,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ // Add variables for access to context and variables
0,0,0,0,0,0,0,// If getSendFileAsPostBody returned true, it's sure that file is not null // no need for content-type here
0,0,1,1,1,1,1,// Could time this // res.sampleEnd(); // if sampleEnd() is not called, elapsed time will remain zero // TODO distinguish errors better //$NON-NLS-1$
0,0,0,0,0,0,0,// N.B. It's not po ssible to forward threadStarted() to the implementation class. // This is because Config items are not processed until later, and HTTPDefaults may define the implementation
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,//$NON-NLS-1$ // $NON-NLS1$
0,0,0,0,0,0,0,// More general attributes not supported
0,0,0,0,0,0,0,// Help convert existing JMX files which use HTTPSampler[2] nodes
0,0,0,0,0,0,0,// superclass does not support types
0,0,0,0,0,0,0,/* Shown as Parameter Name on the GUI */
0,0,0,0,0,0,0,// private static final int LIMIT_STR_SIZE = 100; // private boolean isRoot;
0,0,0,0,0,0,0,// for Thread Pool for resources but no need to use a special value?
0,0,0,0,0,0,0,// Find the data sent to the mirror server, which the mirror server is sending back to us
0,0,0,0,0,0,0,// IMAGE_PARSER now really means EMBEDDED_PARSER // $NON-NLS-1$
0,0,0,0,0,0,0,// for omitted file names //$NON-NLS-1$
0,0,0,0,0,0,0,// If there is one file with no parameter name, the file will // be sent as post body.
0,0,0,0,0,0,0,// Check arguments
0,0,0,0,0,0,0,// We know that URL arguments should always be encoded in UTF-8 according to spec
0,0,0,0,0,0,0,// Parse the arguments in querystring, assuming specified encoding for values
0,0,0,0,0,0,0,// private method to allow AsyncSample to reset the value without performing checks
0,0,0,0,0,0,0,// Get the query string encoded in specified encoding // If no encoding is specified by user, we will get it // encoded in UTF-8, which is what the HTTP spec says
0,0,0,0,0,0,0,// Needs to be visible to test cases //$NON-NLS-1$
0,0,0,0,0,0,0,// Encode the parameter value in the specified content encoding
0,0,0,0,0,0,0,// first copy the children as the call to copy.add will modify the collection we're iterating on
0,0,0,0,0,0,0,// we don't; use the default parser
0,0,0,0,0,0,0,// need to handle four cases: // - string contains name=value // - string contains name= // - string contains name // - empty string
0,0,0,0,0,0,0,// For concurrent get resources
0,0,0,0,0,0,0,// See catch clause below
0,0,0,0,0,0,0,// IF for download concurrent embedded resources
0,0,0,0,0,0,0,// kill any remaining tasks
0,0,0,0,0,0,0,// We must ask the user if it is ok to close current project // i.e. it is OPEN
0,0,0,0,0,0,0,// Browsers seem to tolerate Location headers with spaces, // replacing them automatically with %20. We want to emulate // this behaviour.
0,0,0,0,0,0,0,// We don't want to use CacheManager clone but the parent one, and CacheManager is Thread Safe
0,0,0,0,0,0,0,// Implement these here, to avoid re-implementing for sub-classes // (previously these were implemented in all TestElements)
0,0,0,0,0,0,0,// N.B. These values are used in jmeter.properties (jmeter.httpsampler) - do not change // They can alse be used as the implementation name
0,0,0,0,0,0,0,// Access needed from CSVDataSet
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,// $NON-NLS-1$ //- JMX
0,0,0,0,0,0,0,// otherwise we use "text/xml" as the default //$NON-NLS-1$
0,0,0,0,0,0,0,// Store the resource keys
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$  //$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,// default (e.g. if test plan does not have definition)
0,0,0,0,0,0,0,// This should only be called for a specific host
0,0,0,0,0,0,0,// keystore for SSL keys; fixed at config except for dynamic host key generation
0,0,0,0,0,0,0,// trailing string is not empty
0,0,0,0,0,0,0,// safer to start afresh
0,0,1,0,0,0,0,// This class is not cloned per thread, so this is shared
0,0,0,0,0,0,0,"/*     * nextInt(n) returns values in the range [0,n),     * so n must be set to max-min+1     */"
0,0,0,0,0,0,0,// most likely this is because of a certificate error
0,0,0,0,0,0,0,// This can overflow
0,0,0,0,0,0,0,// Can be null if called from Config item testEnded() method
0,0,0,0,0,0,0,// This is used as an error indicator
0,0,0,0,0,0,0,// Note: the resource string won't respond to locale-changes, // however this does not matter as it is only used when pasting to the clipboard
0,0,0,0,0,0,0,// check for overflow too
0,0,0,0,0,0,0,// If this is defined, it is assumed to be the alias of a user-supplied certificate; overrides dynamic mode // $NON-NLS-1$
0,0,0,0,0,0,0,// Cannot use getThreadContext() as we are not cloned per thread
0,0,0,0,0,0,0,// Use format to create number; if it fails, use the default
0,0,0,0,0,0,0,// place raw tab in first position (first tab)
0,0,0,0,0,0,0,// The original name of the property
0,0,0,0,0,0,0,// reset the value
0,0,0,0,0,0,0,"/* (non-Javadoc)         * @see javax.swing.JTabbedPane#setSelectedIndex(int)         */"
0,0,0,0,0,0,0,// HashMap to save ssl connection between Jmeter proxy and browser
0,0,0,0,0,0,0,// The alias to be used if dynamic host names are not possible // $NON-NLS-1$
0,0,0,0,0,0,0,// user-specified key
0,0,0,0,0,0,0,// treat the same as EOF
0,0,0,0,0,0,0,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$
0,0,0,0,0,0,0,// Just put the whole postbody as the value of a parameter //used when postData is pure xml (ex. an xml-rpc call)
0,0,0,0,0,0,0,// Check post body which was sent to the mirror server, and // sent back by the mirror server
0,0,0,0,0,0,0,// i.e. EOF
0,0,1,0,0,0,0,// Helper class (callback) for applying parameter definitions
0,0,0,0,0,0,0,// Should we match using regexes?
0,0,0,0,0,0,0,// We create the post body content now, so we know the size
0,0,0,0,0,0,0,// Test sending data as UTF-8, with values that have been urlencoded
0,0,0,0,0,0,0,// Request sent. Now get the response:
0,0,0,0,0,0,0,// Needs to be done after execute to pick up all the headers
0,0,0,0,0,0,0,// for ssl connection
0,0,0,0,0,0,0,// $NON-NLS-1$       
0,0,0,0,0,0,0,// Hide Window on ESC //$NON-NLS-1$
0,0,0,0,0,0,0,// Allows HTTPSamplerProxy to call threadFinished; subclasses can override if necessary
0,0,0,0,0,0,0,// Process Commons HttpClient parameters file // $NON-NLS-1$
0,0,0,0,0,0,0,"/*         * (non-Javadoc)         *          * @see jodd.lagarto.EmptyTagVisitor#tag(jodd.lagarto.Tag)         */"
0,0,0,0,0,0,0,//        throw new UnsupportedOperationException("For test purposes only");
0,0,0,0,0,0,0,//$NON-NLS-1$ // return unknown action names for display error msg
0,0,0,0,0,0,0,// N.B. Must be in this class for the TestBean code to work
0,0,0,0,0,0,0,// Only check form tags
0,0,0,0,0,0,0,// If the pre-emptive parameter is undefined, then we can set it as needed // otherwise we should do what the user requested.
0,0,0,0,0,0,0,// Proxy configuration SSL
0,0,0,0,0,0,0,// HC3.1 does not have the method
0,0,0,0,0,0,0,// we stay within the same parent node
0,0,0,0,0,0,0,// will be null for HEAD
0,0,0,0,0,0,0,// Get the preference for the recent files
0,0,0,0,0,0,0,// Use special field ip source address (for pseudo 'ip spoofing')
0,0,0,0,0,0,0,// Extract transfer data.
0,0,0,0,0,0,0,"/*         *  We use the HostConfiguration as the key to retrieve the HttpClient,         *  so need to ensure that any items used in its equals/hashcode methods are         *  not changed after use, i.e.:         *  host, port, protocol, localAddress, proxy         *        */"
0,0,0,0,0,0,0,// If getSendFileAsPostBody returned true, it's sure that file is not null
0,0,0,0,0,0,0,// NT Includes other types of Credentials
0,0,1,1,1,1,1,// If there are no arguments, we can send a file as the body of the request // TODO: needs a multiple file upload scenerio
0,0,0,0,0,0,0,// Just append all the parameter values, and use that as the post body
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-1$
0,0,0,0,0,0,0,// Keys for user preferences
0,0,0,0,0,0,0,// default: sans serif //$NON-NLS-1$
0,0,0,0,0,0,0,// Allow for missing optional jars
0,0,0,0,0,0,0,// N.B. default charset is used deliberately here
0,0,0,0,0,0,0,// These group names must have .displayName properties // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$
0,0,0,0,0,0,0,//if we found a TestPlan, then we are on our way to the TestFragment
0,0,0,0,0,0,0,// only try to load the JMX test plan if there is one
0,0,0,0,0,0,0,// filter the tree for a TestFragment.
0,0,0,0,0,0,0,// might be null (e.g. in testing)
0,0,0,1,1,1,1,// TODO ?? (JMeterTreeNode) selectedNode.clone();
0,0,0,0,0,0,0,// If parent is OK, but child failed, add a message and flag the parent as failed
0,0,0,0,0,0,0,// Ensure global counters and lock are shared across threads in the group
0,0,0,0,0,0,0,// the DEFAULT class // Convert int to Integer etc:
0,0,0,0,0,0,0,// Insert the subControllersAndSamplers into random list positions.
0,0,0,0,0,0,0,// Creation of the customizer and GUI initialization is delayed until // the // first // configure call. We don't need all that just to find out the static // label, menu // categories, etc!
0,0,0,0,0,0,0,// We clone to avoid enabling existing node
0,0,0,0,0,0,0,// Programming error. Don't // continue.
0,0,0,0,0,0,0,// Set the selection once per iteration
0,0,0,0,0,0,0,// Original (rather odd) behaviour // start at the end
0,0,0,0,0,0,0,// Create a new list containing numElements null elements.
0,0,0,0,0,0,0,// Replace subControllersAndSamplers with reordered copy.
0,0,0,0,0,0,0,// Retrieve the formatted data using the same encoding used to create it
0,0,0,0,0,0,0,// not a wildcard
0,0,0,0,0,0,0,// Don't change the string, as it is used in JMX files // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$
0,0,0,0,0,0,0,// Needed for HTTPSampler2
0,0,0,0,0,0,0,// setDone(true);
0,0,0,0,0,0,0,// We've gone through the whole list and are now back at the start // point of our search.
0,0,0,0,0,0,0,// N.B. this only reloads if necessary (ignores the reference)
0,0,0,0,0,0,0,// $NON-NLS-1$ // throughput.addActionListener(this);
0,0,0,0,0,0,0,// Form encoding has priority over page encoding
0,0,0,0,0,0,0,// start/end index default value for string getters and setters
