oracle, Pattern, NLP, TM, MAT, MAT_TM, ,Comments
0,0,0,0,0,0,,// we append an index to ensure two identical method names will not conflict
0,0,0,0,0,0,,// element set
0,0,0,0,0,0,,// we have a body, do a full-on method
0,0,0,0,0,0,,// close without removing from finalizers
0,0,0,0,0,0,,// Special form of sprintf that returns a RubyString and handles // tainted strings correctly.
0,0,0,0,0,0,,// otherwise decrement and possibly close as normal
0,0,0,0,0,0,,// last index (+1) accessed by next() // last index (+1) accessed by get()
0,0,0,0,0,0,,// isFoo() => foo, isFoo(*) => foo(*)
0,0,0,0,0,0,,// logEvery n methods based on configuration
0,0,0,0,0,0,,// Get the value from the map via the key
0,0,0,0,0,0,,// finally, grab the script
0,0,0,0,0,0,,// only whitespace allowed after value for strict
0,0,0,0,0,0,,// done processing args
0,0,0,0,0,0,,// rest of the argument array!
0,0,0,0,0,0,,// MRI doesn't flag it as an error if width is given multiple // times as a number (but it does for *)
0,0,0,0,0,0,,//new Exception().printStackTrace();
0,0,0,0,0,0,,// "head" must have no non-trivial assigns (array groupings, basically)
0,0,0,0,0,0,,// truncate can't lengthen files, so we save position, seek/write, and go back
0,0,1,0,0,0,,// class could not be found nor generated; give up on JIT and bail out
0,0,0,1,0,1,,// A scoped location of this variable (high 16 bits is how many scopes down and low 16 bits // is what index in the right scope to set the value.
0,0,0,0,0,0,,// sizes must match
0,0,0,0,0,0,,// oh, well, it was worth a try. go let // Double/FloatingDecimal handle it 
0,0,0,0,0,0,,// if we get here, no optz cases work; fall back on unoptz.
0,0,0,0,0,0,,// super uses current block if none given
0,0,0,0,0,0,,// next jump
0,0,0,0,0,0,,// Test that requiring a normal Java class raises an error (JRUBY-3214
0,0,0,0,0,0,,// check args first, since body inspection can depend on args
0,0,0,0,0,0,,// Without a flush Ant will miss some of our output
0,0,0,0,0,0,,// intDigits isn't used here, but if it were, it would be 1
0,0,0,0,0,0,,// create the closure class and instantiate it
0,0,1,0,0,0,,// ignore; I don't like doing it, but it seems like we // really just need to make all channels non-blocking by // default and use select when implementing blocking ops, // so if this remains set non-blocking, perhaps it's not // such a big deal...
0,0,0,0,0,0,,// no-arg constructor using static references to Ruby and RubyClass
0,0,0,0,0,0,,// create the default thread group
0,0,0,0,0,0,,// there should only be one more thread in thread group than before we started
0,0,0,0,0,0,,// skip '-' in bytes, will add where appropriate
0,0,0,0,0,0,,// perform the dispatch
0,0,0,0,0,0,,// 'd' and 'i' are the same
0,0,0,0,0,0,,// keep cr ?
0,0,0,0,0,0,,// Broken symlinks considered by exists() as non-existing, // so we need to check for symlinks explicitly.
0,0,0,0,0,0,,// dup it since we need to return appropriately if it's false
0,0,0,0,0,0,,// Ruby uses Qnil here, we use "dummy" because we need a class
0,0,0,0,0,0,,// if root of method is rescue, compile as light rescue
0,0,0,0,0,0,,// gotta have at least a zero...
0,0,0,0,0,0,,//runtime.getWarnings().warn(ID.STRUCT_CONSTANT_REDEFINED, frame.getFile(), frame.getLine(), "redefining constant Struct::" + name, name);
0,0,0,0,0,0,,// 'u' with space or plus flags is same as 'd'
0,0,0,0,0,0,,// load null block
0,0,0,0,0,0,,// only supports simple parallel assignment of up to 4 values to the same number of assignees
0,0,0,0,0,0,,// switch // for // no exponent, so drop through for calculation
0,0,0,0,0,0,,// This method has JITed already or has been abandoned. Bail out.
0,0,0,0,0,0,,// we have read ahead, and need to back up
0,0,0,0,0,0,,// If a line is followed by a blank line put // it back.
0,0,0,0,0,0,,// Reuse trailing consecutive sequence at same slot
0,0,0,0,0,0,,// send it along as arity-specific, we don't need the array
0,0,0,0,0,0,,// classes are directly in the hierarchy, so no special logic is necessary for implementer
0,0,0,0,0,0,,// create method for toplevel of script
0,0,0,0,0,0,,// We promote our box to being its own box since we're changing // visibilities, and need it to be reflected on this method object // independent of any other sharing the box.
0,0,0,0,0,0,,// [recv]
0,0,0,0,0,0,,// Has the method that is calling super received a block argument
0,0,0,0,0,0,,// ARGF, $< object
0,0,0,1,1,1,,// done // done // done // Nothing to do for 1.8 // done // done // done // done // done // done // done? // done // done // done // done // done // done // done // done // done // done // done //            case DEFINEDNODE: return buildDefined(node, m); // Incomplete // done // done // done // done // done // done // done // done //            case ENSURENODE: return buildEnsureNode(node, m); // DEFERRED // done // done // done // done //            case FLIPNODE: return buildFlip(node, m); // SSS FIXME: What code generates this AST? // done // done // done // done // done // done // done // done // done // done // done // done // done // done // done // done // done // done? // done // done // done // done // done // done -- partially //            case OPELEMENTASGNNODE: return buildOpElementAsgn(node, m); // DEFERRED SSS FIXME: What code generates this AST? // done //            case POSTEXENODE: return buildPostExe(node, m); // DEFERRED //            case PREEXENODE: return buildPreExe(node, m); // DEFERRED // done?? // done
0,0,0,0,0,0,,// OK, we now have the significand in digits[0...nDigits] // and the exponent in exponent.  We're ready to format.
0,0,0,0,0,0,,// Serialization killed our dynamic scope.  We can just create an empty one // since serialization cannot serialize an eval (which is the only thing // which is capable of having a non-empty dynamic scope).
0,0,0,0,0,0,,// condition is always true, just compile it and not body
0,0,0,0,0,0,,// Ruby ignores empty syswrites
0,0,0,0,0,0,,/* $/: input record separator */
0,0,0,0,0,0,,// Ruby's designation for some platforms, minus version numbers in some cases
0,0,0,0,0,0,,// try optz version
0,0,0,0,0,0,,// line 1615
0,0,0,0,0,0,,// if the environment variables can't be obtained, define an empty ENV
0,0,0,0,0,0,,// line 1982
0,0,0,0,0,0,,// after defn of $stderr as the call may produce warnings
0,0,0,0,0,0,,// For Sockets, only write as much as will fit.
0,0,0,0,0,0,,// it's safe since adler.update doesn't modify the array
0,0,0,0,0,0,,//RedoNode redoNode = (RedoNode)node;
0,0,0,0,0,0,,// too big for us
0,0,0,0,0,0,,// // INSTANCE VARIABLE METHODS //
0,0,0,0,0,0,,// assign to appropriate variable
0,0,0,0,0,0,,// Skip all whitespace in pack format string
0,0,0,0,0,0,,// head must not be null and there must be no "args" (like *arg)
0,0,0,0,0,0,,//need padding //I'm fairly sure there is a library call to create a //string filled with a given char with a given length but I couldn't find it
0,0,0,0,0,0,,// fall back on env entry for USER
0,0,0,0,0,0,,// compile into array
0,0,0,0,0,0,,// index for the item
0,0,0,0,0,0,,// double-testing args.length here, but it avoids duplicating the proc-setup code in two places
0,0,0,0,0,0,,// call getpwent to fail early if unsupported
0,0,0,0,0,0,,// we force argParamCount to 1 since we always know we'll have [] args
0,0,0,0,0,0,,// perform assignment for the next node
0,0,0,0,0,0,,// ?O  | boolean | True if file1 exists and is owned by the caller's real uid 
0,0,0,0,0,0,,/* intDigits = 1; */
0,0,0,0,0,0,,// line 329
0,0,0,0,0,0,,// compile first node only
0,0,0,0,0,0,,// also create the JavaProxy* classes
0,0,0,0,0,0,,// drop through for non-strict digits
0,0,0,0,0,0,,// inside a loop, jump to conditional
0,0,0,0,0,0,,// if root of method is rescue, compile as a light rescue
0,0,0,0,0,0,,// do nothing, this iteration restarts
0,0,0,0,0,0,,// attempt to set the permissions, if we have been passed a POSIX instance, // and only if the file was created in this call.
0,0,0,0,0,0,,// always false or nil
0,0,0,0,0,0,,// if we're not the "argument scope" for zsuper, try our parent
0,0,0,0,0,0,,// load args[0] which will be the IRubyObject representing block args
0,0,0,0,0,0,,"/*    @JRubyMethod    public IRubyObject to_proc() {        return RubyProc.newProc(getRuntime(),                                CallBlock.newCallClosure(this, getRuntime().getSymbol(), Arity.noArguments(), new ToProcCallback(this), getRuntime().getCurrentContext()),                                Block.Type.PROC);    }    */"
0,0,0,0,0,0,,// line 1565
0,0,0,0,0,0,,// compile condition as non-expr and just compile "then" body
0,0,0,0,0,0,,// MUST NOT be used across threads
0,0,0,0,0,0,,// try to read grent to fail fast
0,0,0,0,0,0,,// line 818
0,0,0,0,0,0,,// MRI behavior
0,0,0,0,0,0,,// since we're not actually duping the incoming channel into our handler, we need to // copy the original sync behavior from the other handler
0,0,0,0,0,0,,//[RubyClass] //[]
0,0,0,0,0,0,,/* compstmt position includes both parens around it*/
0,0,0,0,0,0,,// not actually called anywhere (all known uses call the fast version)
0,0,0,0,0,0,,// First we make modifications to the class, to adapt it to being // both a Ruby class and a proxy for a Java type
0,0,0,0,0,0,,// Empirical Observations: // null -> Some arity // argsNode == this.argsNode then check for arity changes // newline(splatnode) -> argspushnode
0,0,0,0,0,0,,//[IRubyObject, RubyClass, Visibility] //[IRubyObject, RubyClass] //[IRubyObject]
0,0,0,0,0,0,,// Parent container for this context (can be dynamic!!) // If dynamic, at runtime, this will be the meta-object corresponding to a class/script/module/method/closure // List of IR instructions for this method
0,0,0,0,0,0,,//reopen
0,0,0,0,0,0,,// long, big-endian
0,0,0,0,0,0,,//System.err.println(" stringToLong/converted c=" + c);
0,0,0,0,0,0,,// In certain places, like grep, we don't use real frames for the // call blocks. This has the effect of not setting the backref in // the correct frame - this delta is activated to the place where // the grep is running in so that the backref will be set in an // appropriate place.
0,0,0,0,0,0,,// ARGF methods
0,0,0,0,0,0,,// do nothing, allow loop to redo
0,0,0,0,0,0,,//System.err.println(" stringToLong/reading c=" + data[s]);
0,0,0,0,0,0,,// even shift.. // ..floors to 62 or 63 bit BigInteger
0,0,0,0,0,0,,// need the array, use unoptz version
0,0,0,0,0,0,,// happens with native exceptions, should not filter those out
0,0,0,0,0,0,,// line 423
0,0,0,0,0,0,,// ignore leading zeroes // switch
0,0,0,0,0,0,,// inspect body and args
0,0,0,0,0,0,,// Next v                                        // g = 1 - 2*x*v
0,0,0,0,0,0,,//[RubyClass] //[RubyClass, RubyClass] //[RubyClass] //[] //[self] //[RubyClass] //[RubyClass, RubyClass]
0,0,0,0,0,0,,// bouncy castle doesn't support algorithm
0,0,0,0,0,0,,// can't do it
0,0,0,0,0,0,,"/*     * Not normally used, but is left in here since it can be useful in debugging     * grammar and lexing problems.     *     */"
0,0,0,0,0,0,,// line 1609
0,0,0,0,0,0,,// Position within source must reflect the actual offset and column.  Since // we ate an extra character here (this accounting is normally done in read // ), we should update position info.
0,0,0,0,0,0,,// colon3, assign in Object
0,0,0,0,0,0,,// synthetic methods always have zero arg parameters
0,0,0,0,0,0,,// last node, either !instanceof WhenNode or null, is the else
0,0,0,0,0,0,,// we are presumably running a precompiled class; load directly
0,0,0,0,0,0,,// if __send__ with a literal symbol, compile it as a direct fcall
0,0,0,0,0,0,,// NOTE: if 's' happens to the a class, this is effectively an assignment of a class instance variable
0,0,0,0,0,0,,// define ARGV and $* for this runtime
0,0,0,0,0,0,,// once hasNext has been called, we commit to next() returning // the entry it found, even if it were subsequently deleted
0,0,0,0,0,0,,// first try our custom-generated Unsafe
0,0,0,0,0,0,,// aggregate when nodes into a list, unfortunately, this is no
0,0,0,0,0,0,,// line 1362
0,0,0,0,0,0,,// Doesn't fit in buffer. Write immediately. // ensure nothing left to write
0,0,0,0,0,0,,// "assignment" means the value is already on the stack
0,0,0,0,0,0,,// Paths which end in "/" or "\\" must be stripped off.
0,0,1,0,0,0,,// This is almost always already interned, since it will be called with a symbol in most cases // but when created from Java code, we might get an argument that needs to be interned. // addAccessor has as a precondition that the string MUST be interned
0,0,0,0,0,0,,// ?s  | int/nil | If file1 has nonzero size, return the size, otherwise nil
0,0,0,0,0,0,,// MRI behavior: Be default, 2 digits // in the exponent. Use 3 digits // only when necessary. // See comment for writeExp method for more details.
0,0,0,0,0,0,,// if the read buffer is ahead, back up
0,0,0,0,0,0,,// deal with length/width
0,0,0,0,0,0,,// switch // for // no more data, OK for strict to go calc
0,0,0,0,0,0,,// next entry to return // current slot // current entry
0,0,0,0,0,0,,// add setPosition impl, which stores filename as constant to speed updates
0,0,0,0,0,0,,// MRI behavior: In this mode // trailing zeroes are removed: // 1.500E+05 -> 1.5E+05 
0,0,0,0,0,0,,// Next x                                        // e = d - x^2
0,0,0,0,0,0,,// iterate over remainder of buffer until we find a match
0,0,0,0,0,0,,// first digit is always printed
0,0,0,0,0,0,,// three args, no block; load NULL_BLOCK
0,0,1,0,0,0,,// The problem we trying to solve below: STDIN in Java // is blocked and non-interruptible, so if we invoke read // on it, we might never be able to interrupt such thread. // So, we use in.available() to see if there is any input // ready, and only then read it. But this approach can't // tell whether the end of stream reached or not, so we // might end up looping right at the end of the stream. // Well, at least, we can improve the situation by checking // if some input was ever available, and if so, not // checking for available anymore, and just go to read.
0,0,0,0,0,0,,// Now, for all variables used by 'i' mark them live before 'i'
0,0,0,0,0,0,,// these are only needed if we have a non-noop call config
0,0,0,0,0,0,,// Because Regexp#=== sets backref, we have to make this backref-aware
0,0,1,1,0,1,,// NOTE: Currently this optimization is limited to the following situations: // * All expressions must be int-ranged literal fixnums // It also still emits the code for the "safe" when logic, which is rather // wasteful (since it essentially doubles each code body). As such it is // normally disabled, but it serves as an example of how this optimization // could be done. Ideally, it should be combined with the when processing // to improve code reuse before it's generally available.
0,0,0,0,0,0,,// ok, we have fast paths
0,0,0,0,0,0,,// // Copy what is in the buffer, if there is some buffered data //
0,0,0,0,0,0,,// if more than 4 vars, get values array too
0,0,0,0,0,0,,// set to default thread group
0,0,0,0,0,0,,// Check the visibility of the previous frame, which will be the frame in which the class is being eval'ed
0,0,0,0,0,0,,// optimistic pass - calculate value as digits are processed // digits - lax rules // decimal digits - lax rules // exponent sign/digits - lax rules // digits - strict rules // decimal digits - strict rules // exponent sign/digits - strict rules // complete calculation if possible
0,0,1,0,0,0,,// in this mode, '.' is always printed
0,0,0,0,0,0,,// line 1669
0,0,0,0,0,0,,// 4 -> e+nn / e-nn
0,0,0,0,0,0,,// let RescuedBlock continue
0,0,0,0,0,0,,// The method also needs a scope, do both
0,0,0,0,0,0,,// A 'next' is like a local return from the block, ending this call or yield.
0,0,0,0,0,0,,// build first node (and ignore its result) and then second node
0,0,0,0,0,0,,// We're doing normal framed compilation or the method needs a frame
0,0,0,0,0,0,,// Try to look up field for simple name // get field; if nonnull, go straight to dispatch
0,0,0,0,0,0,,// line 1136
0,0,0,1,0,1,,// long, slow way causes disabling
0,0,0,0,0,0,,// silence
0,0,0,0,0,0,,// precision for G/g includes integer digits
0,0,0,0,0,0,,// Make a nil node if no body.  Notice this is not part of AST.
0,0,0,0,0,0,,// 5 -> e+nnn / e-nnn
0,0,0,0,0,0,,/* Lattice TOP, BOTTOM, ANY values -- these will be used during dataflow analyses */
0,0,0,0,0,0,,// ignore this; select() will set the correct mode when it is finished
0,0,0,0,0,0,,// Execute rescue block
0,0,0,0,0,0,,// line 1158
0,0,0,0,0,0,,// If no exception is thrown execute else block
0,0,0,0,0,0,,// load all arguments straight through
0,0,0,0,0,0,,// note segmentShift differs from ConcurrentHashMap's calculation due to // issues with System.identityHashCode (upper n bits always 0, at least  // under Java 1.6 / WinXP)
0,0,0,0,0,0,,// clear exception when handled or retried
0,0,0,0,0,0,,// Proc implementing an interface, pull in the catch-all code that lets the proc get invoked // no matter what method is called on the interface
0,0,0,0,0,0,,// What static scoping relationship exists when it comes into being.
0,0,0,0,0,0,,// The following constants capture pre-known static call sites -- used to implement ruby internals
0,0,0,0,0,0,,// For 'foo'
0,0,0,0,0,0,,// method handle, arg receive, return value, and  call instructions
0,0,0,0,0,0,,// just rethrow
0,0,0,0,0,0,,// we re-set self to the class, but store the old self in a temporary local variable // this is to prevent it GCing in case the singleton is short-lived
0,0,0,0,0,0,,/* Tempering */
0,0,0,0,0,0,,// read
0,0,0,0,0,0,,// normalize the value
0,0,0,0,0,0,,// s/b true, since intLength > 0
0,0,0,0,0,0,,/*arg2*/
0,0,0,0,0,0,,// ok, now it gets expensive...
0,0,0,0,0,0,,// // construct the proxy method //
0,0,1,0,0,0,,// switch // will use this if we have to go back the slow way
0,0,0,0,0,0,,// putting a bit back, so we're not at EOF anymore
0,0,0,0,0,0,,//yyLen 496
0,0,0,0,0,0,,// ?S  | boolean | True if file1 exists and is a socket
0,0,0,0,0,0,,// save entering the try if there's nothing to ensure
0,0,0,0,0,0,,// ////////////////// COMMON CONSTANT / CVAR METHODS //////////////// //
0,0,0,0,0,0,,// EQ == 0 (i.e. false)   //[C]
0,0,0,0,0,0,,// then try Sun's Unsafe
0,0,0,0,0,0,,// '.' is printed
0,0,0,0,0,0,,// value equality
0,0,0,0,0,0,,// not saving DFS instance, as it will only be used once (at most) per call
0,0,0,0,0,0,,// For 'foo()'.  Args are only significant in maintaining backwards compatible AST structure
0,0,0,0,0,0,,// // Copy any buffered data (including ungetc byte) //
0,0,0,0,0,0,,//yyDgoto 136
0,0,0,0,0,0,,// // Need to clamp source (buffer) size to avoid overrun //
0,0,0,0,0,0,,// digits array shifted, update all
0,0,0,0,0,0,,// line 1081
0,0,0,0,0,0,,// all precision numebers printed
0,0,0,0,0,0,,// any BigInteger is bigger than Fixnum and we don't have FIXABLE
0,0,0,0,0,0,,// now used as an interpreter event
0,0,0,0,0,0,,// in method body with no containing loop, issue jump error // load runtime and value, issue jump error
0,0,0,0,0,0,,// Store each line into this list if not null.
0,0,0,0,0,0,,/* $>: default output handle */
0,0,0,0,0,0,,// only arrays that are "lightweight" are being used as args arrays
0,0,0,0,0,0,,"/*  ================     *  Instance Methods     *  ================      */"
0,0,0,0,0,0,,// explode array, it's an internal "args" array
0,0,0,0,0,0,,// range_each_func(range, step_i, b, e, args);
0,0,0,0,0,0,,// decimal form, like (but not *just* like!) 'f'
0,0,0,0,0,0,,// check if it's an immediate, and don't outline
0,0,0,0,0,0,,// now some data...
0,0,0,0,0,0,,//                    // check arity //                    checkArity(mv, scope);
0,0,0,0,0,0,,// No actual test, so do 'when' if when expression is not nil
0,0,0,0,0,0,,// found a match above, check if remaining separator characters match, appending as we go
0,0,0,0,0,0,,// ignore compiler pragmas
0,0,0,0,0,0,,// SSS: Looks like we receive the arg in buildBlockArgsAssignment via the IterNode // We won't get here for argument receives!  So, buildDasgn is called for // assignments to block variables within a block.  As far as the IR is concerned, // this is just a simple copy
0,0,1,0,0,0,,// Translate ret = (a || b) to ret = (a ? true : b) as follows //  //    v1 = -- build(a) -- //       OPT: ret can be set to v1, but effectively v1 is true if we take the branch to L. //            while this info can be inferred by using attributes, why bother if we can do this? //    ret = true //    beq(v1, true, L) //    v2 = -- build(b) -- //    ret = v2 // L: //
0,0,0,0,0,0,,// Iterate over the RubyHash keySet, simultaneously iterating over the values()
0,0,0,0,0,0,,//assert !(value instanceof RubyArray)  : "Not an array";
0,0,0,0,0,0,,// else leave it null
0,0,0,0,0,0,,// line 1649
0,0,0,0,0,0,,// JRUBY-646 // presumably this require should fail
0,0,0,0,0,0,,// line 1687
0,0,0,0,0,0,,// We lazily initialize this in case Readline.readline has been overridden in ruby (s_readline)
0,0,0,0,0,0,,// line 1725
0,0,1,1,0,1,,// Clean-up string representation so that it could be understood // by Java's BigDecimal. Not terribly efficient for now. // 1. MRI allows d and D as exponent separators
0,0,0,0,0,0,,// line 1784
0,0,0,0,0,0,,// last conditional case, use defaultCase
0,0,0,0,0,0,,// we do preand post load outside the "body" versions to pre-prepare // and pre-push the dynamic scope we need for lastline
0,0,0,0,0,0,,// Each root node has a top-level scope that we need to push
0,0,0,0,0,0,,// We are creating a new IO object that shares the same // IOHandler (and fileno).
0,0,0,0,0,0,,// significant digits and exponent
0,0,0,0,0,0,,// line 563
0,0,0,0,0,0,,/* EvStrNode :"#{some expression}"*/
0,0,0,0,0,0,,// The method doesn't need a scope, but has static scope needs; use a dummy scope
0,0,0,0,0,0,,// mark as captured if from containing scope
0,0,0,0,0,0,,// NOTE: Serialization is primarily supported for testing purposes, and there is no general // guarantee that serialization will work correctly. Specifically, instance variables pointing // at symbols, threads, modules, classes, and other unserializable types are not detected.
0,0,0,0,0,0,,// no such luck...
0,0,0,0,0,0,,// new factory methods ------------------------------------------------------------------------
0,0,0,0,0,0,,// Equivalent of Data_Get_Struct // This will first check that the object in question is actually a T_DATA equivalent.
0,0,0,0,0,0,,// // Wake up any channels that became unblocked //
0,0,0,1,0,1,,// We know this is a block scope because a local scope cannot be within a local scope // If topScope was itself it would have created a LocalAsgnNode above.
0,0,0,0,0,0,,// Is the parser current within a singleton (value is number of nested singletons)
0,0,0,0,0,0,,// // Force the client socket to be blocking //
0,0,1,0,0,0,,// IRubyObject, DynamicMethod, RubyClass, CacheEntry, ThreadContext, IRubyObject, IRubyObject, String, args
0,0,0,0,0,0,,// Add real top to new top (unless this top is empty [only begin/end nodes or truly empty])
0,0,0,0,0,0,,// If reciever is self then we do the call the same way as vcall
0,0,0,0,0,0,,//[C,C] //[C, boolean]
0,0,0,0,0,0,,//        return new CallOneArgNode(firstNode.getPosition(), firstNode, operator, new ArrayNode(secondNode.getPosition(), secondNode));
0,0,1,1,1,1,,// FIXME: what is correct 'recv' argument? // (this does produce the desired behavior)
0,0,0,0,0,0,,// Block and block pass passed in at same time....uh oh
0,0,0,0,0,0,,// package scheme 2: separate module for each full package name, constructed  // from the camel-cased package segments: Java::JavaLang::Object, 
0,0,0,0,0,0,,// Create constants for flock
0,0,0,0,0,0,,// If there's a second argument, it's the path to which the first  // argument is relative.
0,0,0,0,0,0,,// extract item from array
0,0,0,0,0,0,,// Create Ruby proxies for any input arguments that are not primitives.
0,0,0,0,0,0,,// Zero-Argument declaration
0,0,0,0,0,0,,// nothing else to here - the module version will be // included in the class.
0,0,0,0,0,0,,//yyLen 542
0,0,0,0,0,0,,// set the binding's frame's "previous" file and line to current, so // trace will show who called the block
0,0,0,0,0,0,,// Store to temp so it does null out on us mid-stream
0,0,0,0,0,0,,// KCode.NONE is used because KCODE does not affect parse in Ruby 1.8 // if Ruby 2.0 encoding pragmas are implemented, this will need to change
0,0,0,0,0,0,,// Other args begin at index 1
0,0,0,0,0,0,,//yyDgoto 152
0,0,0,0,0,0,,// This does the assignment!
0,0,0,0,0,0,,//yyRindex 945
0,0,0,0,0,0,,// flush first
0,0,0,0,0,0,,// switch // if
0,0,0,0,0,0,,// line 540
0,0,0,0,0,0,,// The name of the variable
0,0,0,0,0,0,,// seek to force underlying buffer to flush
0,0,0,0,0,0,,// dynamically increase
0,0,0,0,0,0,,/* brace to match it.  Bracket expressions must be */
0,0,1,0,0,0,,// Translate "ret = (a && b)" --> "ret = (a ? b : false)" --> //  //    v1 = -- build(a) -- //       OPT: ret can be set to v1, but effectively v1 is false if we take the branch to L. //            while this info can be inferred by using attributes, why bother if we can do this? //    ret = false    //    beq(v1, false, L) //    v2 = -- build(b) -- //    ret = v2 // L: //
0,0,0,0,0,0,,// line 388
0,1,0,1,1,1,,// Length check is a hack.  We should not be reeiving "" as a filename ever. 
0,0,0,0,0,0,,// line 436
0,0,0,0,0,0,,/* \O, \OO, \OOO or backref */
0,0,0,0,0,0,,// line 1093
0,0,0,0,0,0,,// Java / and % are not the same as ruby
0,0,0,0,0,0,,// Java requires "w" for creating a file that does not exist
0,0,0,0,0,0,,// create a new variable using the prefix
0,0,0,0,0,0,,// line 509
0,0,0,0,0,0,,// Check if the method has been explicitly excluded
0,0,0,0,0,0,,// line 785
0,0,0,0,0,0,,// switch //while
0,0,0,0,0,0,,// line 592
0,0,0,0,0,0,,// // We limit reads to BULK_READ_SIZED chunks to avoid NIO allocating // a huge temporary native buffer, when doing reads into a heap buffer // If the dst buffer is direct, then no need to limit. //
0,0,0,0,0,0,,// line 633
0,0,0,0,0,0,,// Pre-create all the core classes potentially referenced during startup
0,0,0,0,0,0,,// JRUBY-530 until case
0,0,0,0,0,0,,// if we're not attempting to invoke method_missing and method is not visible, branch to method_missing
0,0,0,0,0,0,,// line 666
0,0,0,0,0,0,,// Get the value from the map via the values iterator
0,0,0,0,0,0,,// line 817
0,0,0,0,0,0,,// IRubyObject, DynamicMethod, ThreadContext, IRubyObject, RubyModule, String, IRubyObject
0,0,0,0,0,0,,// line 820
0,0,0,0,0,0,,// Now clear out any previously selected channels
0,0,0,0,0,0,,// line 902
0,0,0,0,0,0,,// seek to force read buffer to invalidate
0,0,0,0,0,0,,// line 947
0,0,0,0,0,0,,// lazily create class init only if necessary
0,0,0,0,0,0,,// block
0,0,0,0,0,0,,// line 977
0,0,0,0,0,0,,"/*      * This method takes as input a map of operands to their values, and outputs     * the result of this instruction.     *     * If the value map provides a value for any of the instruction's operands     * the expectation is that the operand will be replaced with the simplified value.     * It is not required that it do so -- code correctness is not compromised by failure     * to simplify.     *     * @param valueMap Mapping from operands to their simplified values     * @returns simplified result / output of this instruction     */"
0,0,0,0,0,0,,//System.err.println(" main/len=" + len);
0,0,0,0,0,0,,// expect value to be an array of nodes
0,0,0,0,0,0,,// If no explicit block passed to super, then use the one passed in, unless it's explicitly cleared with nil
0,0,0,0,0,0,,// use same ClassIndex as metaclass, since we're technically still of that type
0,0,0,0,0,0,,// line 1060
0,0,0,0,0,0,,// proxy is under construction, building thread can // safely read non-volatile value
0,0,0,0,0,0,,// line 1204
0,0,0,0,0,0,,// minus one more for IRubyObject[]
0,0,0,0,0,0,,// line 1090
0,0,0,0,0,0,,// bench straight-up long fib(30)
0,0,0,0,0,0,,// line 1149
0,0,1,0,0,0,,// Translate "x || y" --> "x = (is_true(x) ? x : y)" --> //  //    x = -- build(x) should return a variable! -- //    f = is_true(x) //    beq(f, true, L) //    x = -- build(y) -- // L: //
0,0,0,0,0,0,,// EQ != 0 (i.e. true)
0,0,0,0,0,0,,// get JavaClass if this is the new proxy class; verify it // matches if this is a superclass proxy.
0,0,0,0,0,0,,// main while loop (offset < length)
0,0,0,0,0,0,,/* $:: load path */
0,0,1,0,0,0,,// Enebo:  c can never be antrhign but '.' // Why did I put this here?
0,0,0,0,0,0,,// assign given optional arguments to their variables
0,0,0,0,0,0,,// First, build an assignment for a splat, if any, with the rest of the args!
0,0,0,0,0,0,,// Experimental class reification support, to create real Java classes // for Ruby classes after the first opening
0,0,0,0,0,0,,// attempt to load the found library
0,0,0,0,0,0,,// Make sure the appropriate scope has proper size. See JRUBY-2046.
0,0,0,0,0,0,,// wait until thread has completed
0,0,0,0,0,0,,// @JRubyMethod(name = "complex?")
0,0,0,0,0,0,,// // Synchronize and re-check to avoid creating more than one Selector per provider //
0,0,0,0,0,0,,// Populate up to shorter of calling arguments or local parameters in the block
0,0,0,0,0,0,,// @JRubyMethod(name = "inexact?")
0,0,0,0,0,0,,// We use file test since it is faster than a stat; also euid == uid in Java always
0,0,0,0,0,0,,// set thread context JRuby classloader here, for the main thread
0,0,0,0,0,0,,// '.' and all precision digits printed
0,0,0,0,0,0,,// note that we'll potentially see the refs for both the java object and // proxy -- whichever we see first will cause the entry to be removed; // the other will not match an entry and will be ignored.
0,0,0,0,0,0,,// assign the default values, adding to the end of allArgs
0,0,0,0,0,0,,// Check the entry.setValue values come back out ok
0,0,0,0,0,0,,// in-frame EvalState should already have receiver set as self, continue to use it
0,0,0,0,0,0,,// for prec 15 root x0 must surely be OK // return small prec roots without iterations
0,0,0,0,0,0,,// dangling '%' char
0,0,0,0,0,0,,// line 1079
0,0,0,1,0,1,,// // When reading into a heap buffer, the jvm allocates a temporary // direct ByteBuffer of the requested size.  To avoid allocating // a huge direct buffer when doing ludicrous reads (e.g. 1G or more) // we split the read up into chunks of no more than 1M //
0,0,0,0,0,0,,// setFoo(Foo) => foo=(Foo)
0,0,0,0,0,0,,// relatively cheap test for 32-bit values
0,0,0,0,0,0,,// a while node could receive non-local flow control from any of these: // * a closure within the loop // * an eval within the loop // * a block-arg-based proc called within the loop
0,0,0,0,0,0,,// 'class << state.self' and 'class << obj' uses defn as opposed to defs
0,0,0,0,0,0,,// promise to implement N
0,0,0,0,0,0,,// MRI rounds up on nnn5nnn, but not nnn5 -- // except for when they do
0,0,0,0,0,0,,// depending on size of original args, call appropriate utility method
0,0,0,0,0,0,,// no dec digits after '.', error for strict
0,0,0,0,0,0,,// Scope (method/closure) to which this cfg belongs // Entry BB -- dummy // Exit BB -- dummy // The actual graph // Next available basic block id
0,0,0,0,0,0,,// debugging code, keeping for now
