oracle,Pattern,TM,MAT,MAT_TM,,Comments
0,0,0,0,0,,// add the single group arguments // Javadoc 1.2 rules: //   Multiple -group args allowed. //   Each arg includes 3 strings: -group [name] [packagelist]. //   Elements in [packagelist] are colon-delimited. //   An element in [packagelist] may end with the * wildcard.
0,0,0,0,0,,//conditionally compile
0,0,0,0,0,,// ensure that parent dir of dest file exists!
0,0,0,0,0,,// Set up a Timestamp
0,0,0,0,0,,// for each sourcePath entry, add a directoryset with includes // taken from packagenames attribute and nested package // elements and excludes taken from excludepackages attribute // and nested excludepackage elements
0,0,0,0,0,,//we check the presence of signatures on lazy signing
0,0,0,0,0,,// if it's a non source file, copy it if a later date than the // dest // if it's a source file, see if the destination class file // needs to be recreated via compilation
0,0,0,0,0,,// Errors
0,0,0,0,0,,// ------------------------------------------------------ //   Helper methods // -----------------------------------------------------
0,0,0,0,0,,//bail on no references
0,0,0,0,0,,"/*         * In Ant 1.1, <chmod dir=""foo"" /> means, change the permissions         * of directory foo, not anything inside of it.  This is the case the         * second branch of the if statement below catches for backwards         * compatibility.         */"
0,0,0,0,0,,//if they are different, the timestamps are used
0,0,0,0,0,,// For -sourcepath, use the "sourcepath" value if present. // Otherwise default to the "srcdir" value.
0,0,0,0,0,,//demand create pathlist
0,0,0,0,0,,// SQL defines "--" as a comment to EOL // and in Oracle it may contain a hint // so we cannot just remove it, instead we must end it
0,0,0,0,0,,//bail on no references listed
0,0,0,0,0,,// create intermediary directories - sometimes zip don't add them
0,0,0,0,0,,// Load the property files specified by -propertyfile
0,0,0,0,0,,//hand down
0,0,0,0,0,,//just log this
0,0,0,0,0,,"/* for historical and performance reasons we have to do               things in a rather complex way.               (1) Move is optimized to move directories if a fileset               has been included completely, therefore FileSets need a               special treatment.  This is also required to support               the failOnError semantice (skip filesets with broken               basedir but handle the remaining collections).               (2) We carry around a few protected methods that work               on basedirs and arrays of names.  To optimize stuff, all               resources with the same basedir get collected in               separate lists and then each list is handled in one go.            */"
0,0,0,0,0,,//loop through all definitions
0,0,0,0,0,,// we have started to (over)write dest, but failed. // Try to delete the garbage we'd otherwise leave // behind.
0,0,0,0,0,,//set up response file options
0,0,0,0,0,,//not modified so no file download. just return //instead and trace out something so the user //doesn't think that the download happened when it //didn't
0,0,0,0,0,,// fileutils
0,0,0,0,0,,// Ignore exception
0,0,0,0,0,,//if the refs are out of date, force a build.
0,0,0,0,0,,// we have already started reading this section // this line is the first attribute. set it and then // let the normal read handle the rest
0,0,0,0,0,,// classpath attributes go into a vector
0,0,0,0,0,,// Get today's date
0,0,0,0,0,,// scan source and dest dirs to build up both copy lists and // compile lists //        scanDir(srcDir, destDir);
0,0,0,0,0,,// ensure that -D properties take precedence
0,0,0,0,0,,// --- Fields --
0,0,0,0,0,,"/*             * Many system have been reported to get into trouble with             * long command lines - no, not only Windows ;-).             *             * POSIX seems to define a lower limit of 4k, so use a temporary             * file if the total length of the command line exceeds this limit.             */"
0,0,0,0,0,,//add the source file
0,0,0,0,0,,// Setup the apt executable
0,0,0,0,0,,//now run
0,0,0,0,0,,// Create an instance of the compiler, redirecting output to // the project log
0,0,0,0,0,,// Error generated during parsing
0,0,0,0,0,,// start() would throw IllegalThreadStateException from // ThreadGroup.add if it were destroyed
0,0,0,0,0,,//forcibly delete the output file in case of trouble
0,0,0,0,0,,// kjc-1.5A doesn't support -encoding option now. // but it will be supported near the feature.
0,0,0,0,0,,//then rethrow the exception
0,0,0,0,0,,// add dest dir to classpath so that previously compiled and // untouched classes are on classpath
0,0,0,0,0,,// check if the target file exists in the current directory
0,0,0,0,0,,//On VMS platform, we need to create a special java options file //containing the arguments and classpath for the javac command. //The special file is supported by the "-V" switch on the VMS JVM.
0,0,0,0,0,,// Parser with specified options can't be built
0,0,0,0,0,,//must keep for subclass BC, though unused: // CheckStyle:ConstantNameCheck OFF - bc
0,0,0,0,0,,// I/O error
0,0,0,0,0,,// Set up a VSSCheckIn task
0,0,0,0,0,,// Set the prefix for this node to include its tag name.
0,0,0,0,0,,// there is a bootclasspath stated.  By default, the // includeJavaRuntime is false.  If the user has stated a // bootclasspath and said to include the java runtime, it's on // their head!
0,0,0,0,0,,// Pass the container to the processing of this node,
0,0,0,0,0,,// change to parent directory
0,0,0,0,0,,// The date format is using a - format since 1.12.9 so we have: // 1.12.9-: 'date: YYYY/mm/dd HH:mm:ss;  author: name;' // 1.12.9+: 'date: YYYY-mm-dd HH:mm:ss Z;  author: name'
0,0,0,0,0,,// now, iterate through children.
0,0,0,0,0,,// hasCR is still true (for the second one)
0,0,0,0,0,,// CheckStyle:ConstantNameCheck OFF - bc
0,0,0,0,0,,// convert from ascii back to native // encoding to convert to/from // Where to find input files // Where to put output files // Extension of output files if different
0,0,0,0,0,,// -branch
0,0,0,0,0,,// Specified class is "" -> can not exist
0,0,0,0,0,,// refresh our file handle
0,0,0,0,0,,// CheckStyle:MethodNameCheck OFF - bc
0,0,0,0,0,,// We need character encoding aware printing here. // So, using PrintWriter over OutputStreamWriter instead of PrintStream
0,0,0,0,0,,// The value of an id attribute of this node.
0,0,0,0,0,,// entries are of the form: //CVS 1.11 // File module/filename is new; current revision 1.1 //CVS 1.11.9 // File module/filename is new; cvstag_2003_11_03_2  revision 1.1 // or // File module/filename changed from revision 1.4 to 1.6 // or // File module/filename is removed; not included in // release tag SKINLF_12 //CVS 1.11.9 // File testantoine/antoine.bat is removed; TESTANTOINE_1 revision 1.1.1.1 // // get rid of 'File module/"
0,0,0,0,0,,// CheckStyle:MemberNameCheck OFF - bc
0,0,0,0,0,,// Set up a VSSCheckOut task
0,0,0,0,0,,//error if both are empty, or both are set
0,0,0,0,0,,// set the thread priorities
0,0,0,0,0,,// we are forced to fork ANTLR since there is a call // to System.exit() and there is nothing we can do // right now to avoid this. :-( (SBa) // I'm not removing this method to keep backward compatibility
0,0,0,0,0,,// Is there an id attribute?
0,0,0,0,0,,//The following is data used while processing stdout of CVS command
0,0,0,0,0,,// Now, iterate through the attributes adding them.
0,0,0,0,0,,// swallow
0,0,0,0,0,,"/* ========================================================================    *    * Instance variables.    */"
0,0,0,0,0,,//we cannot set the priority here.
0,0,1,0,1,,"/*                     * The main conditional logic -- if the attribute                     * is somehow ""special"" (i.e., it has known                     * semantic meaning) then deal with it                     * appropriately.                     */"
0,0,0,0,0,,//determine directory: resourceDir if set, //the dir of the destFile if not
0,0,0,0,0,,//scan for an implicit fileset if there was a srcdir set //or there was no srcDir set but there was no contained classes
0,0,0,0,0,,// ID has already been found above.
0,0,0,0,0,,// build the command line from what we got the format // as specified in the CCM.EXE help
0,0,0,0,0,,//if there is no src dir here, set it
0,0,0,0,0,,// depending on implementation, XMLReader can yield hips of warning, // only output then if user explicitly asked for it
0,0,0,0,0,,//get dependencies list.
0,0,0,0,0,,// If only default is specified and the property previously // existed in the property file, it is unchanged.
0,0,0,0,0,,// Set up a VSSAdd task
0,0,0,0,0,,// make sure to close all handles, otherwise the garbage // collector will close them...whenever possible and // Windows may complain about not being able to delete files.
0,0,0,0,0,,// set user-define properties
0,0,0,0,0,,// A "path" attribute for a node within a Path object.
0,0,0,0,0,,//get any included source directories
0,0,0,0,0,,//add the files to the command
0,0,0,0,0,,"/*         * pre Ant 1.6 this method used to call getClass().getResource         * while Ant 1.6 will call ClassLoader.getResource().         *         * The difference is that Class.getResource expects a leading         * slash for ""absolute"" resources and will strip it before         * delegating to ClassLoader.getResource - so we now have to         * emulate Class's behavior.         */"
0,0,0,0,0,,"/*         *  space for more argumentativeness         *  command.addArgument();         *  command.addArgument();         */"
0,0,0,0,0,,//proxy setup if enabled
0,0,0,0,0,,// ends with '.' or null
0,0,0,0,0,,/* Constants used for the "beantype" attribute */
0,0,0,0,0,,/* Classpath used when the iAS ejbc is called */
0,0,0,0,0,,/* Options passed to the iAS ejbc */
0,0,0,0,0,,// this is guaranteed by FileUtils#createTempFile
0,0,0,0,0,,// Set up a VSSCp task
0,0,0,0,0,,// Count the number of empty strings
0,0,0,0,0,,// make sure that we have a target to execute
0,0,0,0,0,,// Core class that exists in system classpath is ignored, but found in specified classpath
0,0,0,0,0,,/* iAS installation directory (used if ejbc isn't on user's PATH) */
0,0,0,0,0,,/* Parser and handler used to process both EJB descriptor files */
0,0,0,0,0,,/* If the -classpath flag isn't specified, use the system classpath */
0,0,0,0,0,,// first off, make sure that we've got a command and a vssdir and a label ...
0,0,0,0,0,,/* Construct a SAXParser used to process the descriptors */
0,0,0,0,0,,// Add the default listener
0,0,0,0,0,,// SAXException or ParserConfigurationException may be thrown
0,0,0,0,0,,/* Build and populate an instance of the ejbc utility */
0,0,0,0,0,,// A node identifying a new path
0,0,0,0,0,,/* Execute the ejbc utility -- stubs/skeletons are rebuilt, if needed */
0,0,0,0,0,,// // The ResourceLocation may specify a relative url for its // location attribute.  This is resolved using the appropriate // base. //
0,0,0,0,0,,// find the target with the longest name
0,0,0,0,0,,// For the text node, add a property.
0,0,0,0,0,,// Add one for the "\"
0,0,0,0,0,,// If the containing object was a String, then use it as the ID.
0,0,0,0,0,,/* Concatenate all of the command line arguments into a single String */
0,0,0,0,0,,/* If an iAS home directory is specified, prepend it to the commmand */
0,0,0,0,0,,// build the command line from what we got. the format is // cleartool rmtype [options...] type-selector... // as specified in the CLEARTOOL help
0,0,0,0,0,,// split the targets in top-level and sub-targets depending // on the presence of a description
0,0,0,0,0,,// Never include the "refid" attribute as part of the // attribute name.
0,0,0,0,0,,/* OPTIONAL COMMAND LINE PARAMETERS */
0,0,0,0,0,,/* No beantype flag is needed for an entity bean */
0,0,0,0,0,,// Otherwise, return it appended unless property to hide it is set.
0,0,0,0,0,,/* REQUIRED COMMAND LINE PARAMETERS */
0,0,0,0,0,,/* Convert the List into an Array and return it */
0,0,0,0,0,,// ran Ant tests with -ea and this would fail spuriously
0,0,0,0,0,,// shouldn't need to check but...
0,0,0,0,0,,// use the directory containing the target as the output directory
0,0,0,0,0,,/* Expose members for extensibility */
0,0,0,0,0,,/* Inner classes follow */
0,0,0,0,0,,// End of EjbcException inner class
0,0,1,0,1,,// delegate this way around to support subclasses that // overwrite getFile
0,0,0,0,0,,// Tracks current element // Tracks current text data // "session" or "entity"
0,0,0,0,0,,/* Search the resource Map and (if not found) file Map */
0,0,0,0,0,,// now, start printing the targets and their descriptions
0,0,0,0,0,,//we arent fully defined yet. this is an error unless //we are in an antlib, in which case the resource name is determined //automatically. //NB: URIs in the ant core package will be "" at this point.
0,0,0,0,0,,/* A new element has started, so reset the text being captured */
0,0,0,0,0,,// worst case. look for a public String constructor and use it // also supports new Whatever(Project, String) as for Path or Reference // This is used (deliberately) for all primitives/wrappers other than // char and boolean
0,0,0,0,0,,// build the command line from what we got the format is // cleartool update [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help
0,0,0,0,0,,// build the command line from what we got. the format is // cleartool mklbtype [options...] type-selector... // as specified in the CLEARTOOL help
0,0,0,0,0,,// type-name@vob
0,0,0,0,0,,// we get the root classes and build up a set of // classes upon which they depend
0,0,0,0,0,,// skip version info and general purpose byte
0,0,0,0,0,,/* int superClassIndex = */
0,0,0,0,0,,// try to read the dependency info from the map if it is // not out of date
0,0,0,0,0,,// depFile exists and is newer than the class file // need to get dependency list from the map.
0,0,0,0,0,,//convert the URI to a resource
0,0,0,0,0,,// End of EjbcHandler inner class
0,0,0,0,0,,// we need to add this jar to the list for this class.
0,0,0,0,0,,/* Check that the specified instance variables are valid */
0,0,0,0,0,,"/*         * Use the Runtime object to execute an external command.  Use the         * RedirectOutput inner class to direct the standard and error output         * from the command to the JRE's standard output         */"
0,0,0,0,0,,// now to the expected failures
0,0,0,0,0,,// got a bit annoyed that I couldn't find a pad function
0,0,0,0,0,,//handle new style full paths to an antlib, in which //all but the forward slashes are allowed.
0,0,0,0,0,,/* Check that the EJB "source" classes all exist */
0,0,0,0,0,,//downgrade warnings on RMI stublike classes, as they are generated //by rmic, so there is no need to tell the user that their source is //missing.
0,0,0,0,0,,// if we have no info about the class - it may have been deleted already and we // are using cached info.
0,0,0,0,0,,// there was no class file. add this class to the list
0,0,0,0,0,,//if we haven't already named an XML file, it gets antlib.xml
0,0,0,0,0,,/*<String,String>*/
0,0,0,0,0,,//convert from a package to a path
0,0,0,0,0,,// Here if there is an error
0,0,0,0,0,,// add null entries for any additional slots required.
0,0,0,0,0,,// iterator through all the files and process them.
0,0,0,0,0,,// let's be nice with the next generation of developers
0,0,0,0,0,,// make the spawned process run 4 seconds
0,0,0,0,0,,"/*         * Two Maps are used to track local DTDs that will be used in case the         * remote copies of these DTDs cannot be accessed.  The key for the Map         * is the DTDs public ID and the value is the local location for the DTD         */"
0,0,0,0,0,,// catalog1 --> catalog2 --> catalog3 --> catalog1
0,0,0,0,0,,//always trigger file mode if commands are big enough
0,0,0,0,0,,// is the zip file in the cache
0,0,0,0,0,,// without closure we may delete an inner class but not the // top level class which would not trigger a recompile.
0,0,0,0,0,,//iterate through the ref list & generate an entry for each //or just rely on the fact that the toString operator does this, but //noting that the separator is ';' on windows, ':' on unix
0,0,0,0,0,,// log at a lower level
0,0,0,0,0,,// read the constant pool in and resolve it
0,0,0,0,0,,//but for big operations, we save all the params to a temp file //and set @tmpfile as the command -then we remember to delete the tempfile //afterwards
0,0,0,0,0,,//now run the command of exe + settings + files
0,0,0,0,0,,//add those that are set, and a delimiter
0,0,0,0,0,,// store the token just read for next time
0,0,0,0,0,,"/*     * This Hashtable maintains a list of EJB class files processed by the ejbc     * utility (both ""source"" class files as well as stubs and skeletons). The     * key for the Hashtable is a String representing the path to the class file     * (relative to the destination directory).  The value for the Hashtable is     * a File object which reference the actual class file.     */"
0,0,0,0,0,,// Ignore the problem
0,0,0,0,0,,"/*     * Directory where ""source"" EJB files are stored and where stubs and     * skeletons will also be written.     */"
0,0,0,0,0,,//trick to evoke "basedir not set" if null:
0,0,0,0,0,,// catalog2 --> catalog1 --> catalog
0,0,0,0,0,,// EJB's display name // EJB's home interface name // EJB's remote interface name // EJB's implementation class // EJB's primary key class // or "stateful" or "stateless" // Does this EJB support CMP? // Does this EJB support IIOP? // Does this EJB require failover? // CMP descriptor list
0,0,0,0,0,,//no sources = nothing to compare; no targets = nothing to delete:
0,0,0,0,0,,"/*     * Validates URL     */"
0,0,0,0,0,,/* Check the timestamp on the remote interface */
0,0,0,0,0,,// Since the descriptor read properly, everything should be o.k.
0,0,0,0,0,,/* Check the timestamp on the home interface */
0,0,0,0,0,,//client jar file
0,0,0,0,0,,// Members
0,0,1,0,1,,// If an explicit securityPolicy file was specified, it maybe an // absolute path.  Use the project to resolve it.
0,0,0,0,0,,/* Check the timestamp of the primary key class */
0,0,0,0,0,,// descriptorName = <path><basename><basenameterminator><remainder> // examples = /org/objectweb/fooAppli/foo/Foo-ejb-jar.xml // examples = /org/objectweb/fooAppli/foo/Foo.xml (JOnAS convention)
0,0,0,0,0,,//bail out early if there were no files
0,0,0,0,0,,//now scan the hashtable and add the files
0,0,0,0,0,,// Have to catch this because of the semantics of calling main()
0,0,0,0,0,,// List of all stubs & skels // Earliest mod time // Has each been found?
0,0,0,0,0,,// additionalargs
0,0,0,0,0,,// ejb jar file
0,0,0,0,0,,//Public //Private //Family //Assembly //Family and Assembly //Family or Assembly //Private Scope
0,0,0,0,0,,// class name (search in the classpath provided for the ejbjar element)
0,0,0,0,0,,"/*             * Loop through each stub/skeleton class that must be generated, and             * determine (if all exist) which file has the most recent timestamp             */"
0,0,0,0,0,,// the new value, this needs to be here // because it is required to calculate the next position to // search from at the end of the loop
0,0,0,0,0,,"/*                 * Add each stub/skeleton class to the list of EJB files.  Note                 * that each class is added even if it doesn't exist now.                 */"
0,0,0,0,0,,// empty
0,0,0,0,0,,// If we are a reference, create a Path from the reference
0,0,0,0,0,,// Lastly create File object for the Jar files. If we are using // a flat destination dir, then we need to redefine baseName!
0,0,0,0,0,,/* Keep track of the oldest modification timestamp */
0,0,0,0,0,,// RFC 822 s4.1: //   "Header fields are NOT required to occur in any particular order, //    except that the message body MUST occur AFTER the headers" // (the same section specifies a reccommended order, which we ignore)
0,0,0,0,0,,// End of EjbInfo inner class
0,0,1,0,1,,// need to close files and perhaps rename output
0,0,0,0,0,,// CheckStyle:VisibilityModifier OFF - bc // CheckStyle:ConstantNameCheck OFF - bc
0,0,0,0,0,,"/*                         * stub is derived from implementation,                         * tie from interface name.                         */"
0,0,0,0,0,,/* Filenames of the standard EJB descriptor and the iAS-specific descriptor */
0,0,0,0,0,,// Update with changed Bean class
0,0,0,0,0,,// this loop runs parallel to the build
0,0,0,0,0,,// Get the filename of vendor specific descriptor
0,0,0,0,0,,// now that we have the weblogic descriptor, we parse the file // to find other descriptors needed to deploy the bean. // this could be the weblogic-cmp-rdbms.xml or any other O/R // mapping tool descriptors.
0,0,0,0,0,,// End of Classname inner class
0,0,0,0,0,,// Available specification version must be >= required
0,0,0,0,0,,// Stream to read and redirect to standard output
0,0,0,0,0,,// are any of the above out of date. // we find the implementation classes and see if they are older than any // of the above or the .ser file itself.
0,0,0,0,0,,// End of RedirectOutput inner class
0,0,0,0,0,,/* Value of the display-name element read from the standard EJB descriptor */
0,0,0,0,0,,"/*         * Parse the classpath into it's individual elements and store the         * results in the ""classpathElements"" instance variable.         */"
0,0,0,0,0,,"/*     * Filenames of the standard EJB descriptor (which is passed to this class     * from the parent ""ejbjar"" task) and the iAS-specific EJB descriptor     * (whose name is determined by this class).  Both filenames are relative     * to the directory specified by the ""srcdir"" attribute in the ejbjar task.     */"
0,0,0,0,0,,//can throw the same exception, if there is no this(Project) ctor.
0,0,0,0,0,,//WARNING: We trim the values of all the attributes because //Some extension declarations are badly defined (ie have spaces //after version or vendorID)
0,0,0,0,0,,"/*         * If the -d flag isn't specified, use the working directory as the         * destination directory         */"
0,0,0,0,0,,// Implementation version must be >= required
0,0,0,0,0,,// check that reference zipfilesets cannot have specific attributes
0,0,0,0,0,,"/*         * The EJB information is gathered from the standard XML EJB descriptor         * and the iAS-specific XML EJB descriptor using a SAX parser.         */"
0,0,0,0,0,,// Simplest constructor, uses default encryption algorithm and compression level.
0,0,0,0,0,,"/*             * If this is a standard EJB 1.1 descriptor, we are looking for one             * set of data, while if this is an iAS-specific descriptor, we're             * looking for different set of data.  Hand the processing off to             * the appropriate method.             */"
0,0,0,0,0,,//the trick to integrating test output to the formatter, is to //create a special test class that asserts an error //and tell the formatter that it raised.
0,0,0,0,0,,// we don't have any more args to recognize!
0,0,1,0,1,,// this comment extract from JUnit Task may also apply here // "in VM is not very nice since it could probably hang the // whole build. IMHO this method should be avoided and it would be best // to remove it in future versions. TBD. (SBa)"
0,0,0,0,0,,// if it's no other arg, it may be the target
0,0,0,0,0,,//remove the .class
0,0,0,0,0,,// keys to optional attributes
0,0,0,0,0,,// A special parent loader which is not the system class loader:
0,0,0,0,0,,// check that a reference zipfileset gets the same attributes as the original
0,0,1,0,1,,// null watchdog means no timeout, you'd better not check with null
0,0,0,0,0,,//class-BFT
0,0,0,0,0,,//do nothing
0,0,0,0,0,,"/*         * Below are getter's and setter's for each of the instance variables.         * Note that (in addition to supporting setters with the same type as         * the instance variable) a setter is provided with takes a String         * argument -- this are provided so the XML document handler can set         * the EJB values using the Strings it parses.         */"
0,0,0,0,0,,//-- XSLTProcess
0,0,0,0,0,,// add -file xxxxx to the commandline
0,0,0,0,0,,// Create an instance of the rmic
0,0,0,0,0,,//clientname = ejbjarfile+client.jar
0,0,0,0,0,,// not necessary as JDepend would fail, but why loose // some time?
0,0,0,0,0,,// end of else
0,0,0,0,0,,// Self-describing as of JUnit 4 (#38811). But trim "(ClassName)".
0,0,0,0,0,,// The timestamp of the "newest" class // Timestamp for a given class // File for the remote interface class // File for the home interface class // File for the EJB implementation class // File for the EJB primary key class
0,0,0,0,0,,// Fully qualified name of the Java class // Name of the package for this class // Name of the class without the package
0,0,0,0,0,,// ignored.
0,0,0,0,0,,// if there is a suite method available, then try // to extract the suite from it. If there is an error // here it will be caught below and reported.
0,0,0,0,0,,// NumberFormatException or ArrayOutOfBondsException could happen here
0,0,0,0,0,,// ignore it
0,0,0,0,0,,// make sure it's not a directory (this falls into the ultra // paranoid lets check everything category
0,0,0,0,0,,// to remove directories, start by the end of the list // the trunk does not let itself be removed before the leaves
0,0,0,0,0,,// use a system manager that prevents from System.exit()
0,0,0,0,0,,//Throw exception on errors (except up-to-date) // //When a server is down, the code expects : //Perforce client error: //Connect to server failed; check $P4PORT. //TCP connect to localhost:1666 failed. //connect: localhost:1666: Connection refused //Some forms producing commands (p4 -s change -o) do tag the output //others don't..... //Others mark errors as info, for example edit a file //which is already open for edit..... //Just look for error: - catches most things....
0,0,1,0,1,,//we mark the file to be deleted on exit. //the alternative would be to cache the filename and delete //after execution finished, which is much better for long-lived runtimes //though spawning complicates things...
0,0,0,0,0,,// If the element starts with the configured prefix, then // convert the prefix to the configured 'to' value.
0,0,0,0,0,,// We try to update the status once to give StarTeam // another chance.
0,0,0,0,0,,// Currently, we deal with only two path formats: Unix and Windows // And Unix is everything that is not Windows
0,0,0,0,0,,//classpath
0,0,0,0,0,,// If we find a "file" attribute then act on a file otherwise act on a project
0,0,0,0,0,,// If we displayed the project, view, item type, or folder, // then show the list of relevant item properties.
0,0,0,0,0,,// Create a variable dir that contains the name of // the StarTeam folder that is the root folder in this view. // Get the default path to the current view.
0,0,0,0,0,,/* GenIC options */
0,0,0,0,0,,// path containing one or more elements
0,0,0,0,0,,// We want to display the folder the same way you would // enter it on the command line ... so we remove the // View name (which is also the name of the root folder, // and therefore shows up at the start of the path).
0,0,0,0,0,,// may be altered in validateSetup // may be altered in validateSetup
0,0,0,0,0,,// Catch everything - some of the above return nulls, // throw exceptions or generally misbehave // in the event of a problem etc
0,0,0,0,0,,// Path to the SourceOffSite home directory /home/user/.sos
0,0,0,0,0,,/* other options */
0,0,0,0,0,,// Special setters for the sub-classes
0,0,0,0,0,,// Login info is required
0,0,0,0,0,,// validate our setup
0,0,0,0,0,,/* GenIC options setter */
0,0,0,0,0,,"/*             *  There is a bug in JavaSound 0.90 (jdk1.3beta).             *  It prevents correct termination of the VM.             *  So we have to exit ourselves.             */"
0,0,0,0,0,,// Check if source is a directory
0,0,0,0,0,,// Get the list of path components in canonical form
0,0,0,0,0,,// -I- // ignore all errors // -Vd
0,0,0,0,0,,// JOnAS-specific descriptor deployment
0,0,0,0,0,,// Apply the path prefix map
0,0,0,0,0,,// note, it's important to scan the items BEFORE we make the // UnmatchedFileMap because that creates a bunch of NEW // folders and files (unattached to repository) and we // don't want to include those in our traversal.
0,0,0,0,0,,// Now convert the path and file separator characters from the // current os to the target os.
0,0,0,0,0,,//SecurityManager can not be installed here for backwards //compatibility reasons (PD). Needs to be loaded prior to //ant class if we are going to implement it. //System.setSecurityManager(new NoExitSecurityManager());
0,0,0,0,0,,// since filesize keeps on decreasing we have to store the // initial filesize
0,0,0,0,0,,// security
0,0,0,0,0,,// JDK usage command line says that -jar must be the first option, as there is // a bug in JDK < 1.4 that forces the jvm type to be specified as the first // option, it is appended here as specified in the docs even though there is // in fact no order.
0,0,0,0,0,,// Nothing specified -> Fail
0,0,0,0,0,,// default behavior is to fail on an error // default behavior is to not overwrite // default behavior is make a single link
0,0,0,0,0,,// note, it's important to scan the items BEFORE we make the // Unmatched file map because that creates a bunch of NEW // folders and files (unattached to repository) and we // don't want to include those in our traversal.
0,0,0,0,0,,// Note I'm using "!=" to see if we got a new object back from // the apply method.
0,0,0,0,0,,/////////////////////////////////////////////////////////////// // default values for attributes. ///////////////////////////////////////////////////////////////
0,0,0,0,0,,// JOnAS-specific DD // true if the JOnAS convention is used for the DD // Directory path of the EJB descriptor // EJB descriptor file name // Filename appearing before name terminator // Filename appearing after the name terminator
0,0,0,0,0,,// once we find a folder that isn't in the repository, // anything below it can be deleted.
0,0,0,0,0,,// input file to process by GenIC
0,0,0,0,0,,// RFC 822 s4.1: "From:" header must be sent // We rely on error checking by the MTA
0,0,0,0,0,,// Place the result into the specified property, // unless setonempty == false
0,0,0,0,0,,// build the command line from what we got the format is // ss Checkout VSS items [-G] [-C] [-H] [-I-] [-N] [-O] [-R] [-V] [-Y] [-?] // as specified in the SS.EXE help
0,0,0,0,0,,// We applied one, so we're done
0,0,0,0,0,,// Not a .class file or the one we'd generate
0,0,0,0,0,,// baseNameTerminator not found: the descriptor use the // JOnAS naming convention, ie [Foo.xml,jonas-Foo.xml] and // not [Foo<baseNameTerminator>-ejb-jar.xml, // Foo<baseNameTerminator>-jonas-ejb-jar.xml].
0,0,0,0,0,,// We have the loader which is being used to load the // CatalogResolver. Can it see the ApacheResolver? The // base resolver will only be able to create the ApacheResolver // if it can see it - doesn't use the context loader.
0,0,0,0,0,,// Following block contains unrolled code which could be shortened by // coding it in additional loops.
0,0,0,0,0,,// Determine the separator strings.  The dirsep and pathsep attributes // override the targetOS settings.
0,0,0,0,0,,// override with pathsep=
0,0,0,0,0,,// override with dirsep=
0,0,0,0,0,,"/**     * When using this as a custom selector, this method will be called.     * It translates each parameter into the appropriate setXXX() call.     *     * @param parameters the complete set of parameters for this selector     */"
0,0,0,0,0,,//At least one constructor is guaranteed to be there, but check anyway.
0,0,0,0,0,,// Get the value of the <ejb-name> tag.  Only the first occurrence.
0,0,0,0,0,,// Quick return: directories cannot be signed
0,0,0,0,0,,"/* now check each Resource in case the child only           lets through files from any children IT may have: */"
0,0,0,0,0,,/* other options setter */
0,0,0,0,0,,// write namespace declarations
0,0,0,0,0,,/* other methods */
0,0,0,0,0,,// Check if used by attributes
0,0,0,0,0,,//find the out-of-date targets:
0,0,0,0,0,,// the method deleteOnExit() do not work because the directory is not empty
0,0,0,0,0,,// create the generic jar first
0,0,0,0,0,,//no need to synchronize, as Vector is always synchronized
0,0,0,0,0,,// ? is there an xml api for this ?
0,0,0,0,0,,// NotReached
0,0,0,0,0,,// GenIC call on generic jar
0,0,0,0,0,,// fall through
0,0,0,0,0,,// create the real jar
0,0,0,0,0,,// Extrapolating from: // "NetWare may have a "java" in that directory, but 99% of // the time, you don't want to execute it" -- Jeff Tulley // <JTULLEY@novell.com>
0,0,0,0,0,,// Only property specified -> Fail
0,0,0,0,0,,// treat non-matching groups as empty matches
0,0,0,0,0,,////////////////////////////////////////////////////////////////////// // ATTRIBUTES
0,0,0,0,0,,// record destdir for later use in getResource
0,0,0,0,0,,// extract path info
0,0,0,0,0,,//if it does not, then the file is not up to date.
0,0,0,0,0,,// check that something which is not a testcase generates no errors // at first even though this is incorrect.
0,0,0,0,0,,// descriptorName is just a file without path
0,0,0,0,0,,// Eliminate consecutive slashes after the drive spec:
0,0,0,0,0,,/* Attributes set by the Ant build file */
0,0,0,0,0,,// Check to see if it's an inner class 'com.company.Class$Inner'
0,0,0,0,0,,// Create the zip entry and add it to the jar file
0,0,0,0,0,,"/*          A 6-byte block header, the value chosen arbitrarily          as 0x314159265359 :-).  A 32 bit value does not really          give a strong enough guarantee that the value will not          appear by chance in the compressed datastream.  Worst-case          probability of this event, for a 900k block, is about          2.0e-3 for 32 bits, 1.0e-5 for 40 bits and 4.0e-8 for 48 bits.          For a compressed file of size 100Gb -- about 100000 blocks --          only a 48-bit marker will do.  NB: normal compression/          decompression do *not* rely on these statistical properties.          They are only important when trying to recover blocks from          damaged files.        */"
0,0,0,0,0,,// How to handle non-file-Resources? I copy temporarily the // resource to a file and use the file-implementation.
0,0,0,0,0,,"/*         * Check for the odd case where the terminator and/or filename         * extension aren't found.  These will ensure ""jonas-"" appears at the         * end of the name and before the '.' (if present).         */"
0,0,0,0,0,,// bsBuffShadow |= 0 << (32 - bsLiveShadow - 1);
0,0,0,0,0,,// no . found
0,0,0,0,0,,////////////////////////////////////////////////////////////////////// // ACCESSOR METHODS
