projectname,classification,commenttext
JMeter,WITHOUT_CLASSIFICATION,// @see TestRegexFunction for unit tests
JMeter,WITHOUT_CLASSIFICATION,// If a table cell is being edited we should accept the current // value and stop the editing before adding a new row.
JMeter,WITHOUT_CLASSIFICATION,// elements have empty nodeValue but we are usually interested in their content
JMeter,WITHOUT_CLASSIFICATION,// It is the most common post request with parameter name and values // We also assume this if no content type is present to be most backwards compatible // but maybe we should only parse arguments if the content type is as expected //standard name=value postData
JMeter,WITHOUT_CLASSIFICATION,// Disable the DELETE and SAVE buttons if no rows remaining // after delete.
JMeter,WITHOUT_CLASSIFICATION,// Set the file uploads
JMeter,WITHOUT_CLASSIFICATION,// preset to default impl
JMeter,WITHOUT_CLASSIFICATION,// we check the count to see if we have exceeded // the number of lines to parse. There's no way // to know where to stop in the file. Therefore // we use break to escape the while loop when // we've reached the count.
JMeter,WITHOUT_CLASSIFICATION,// If clic on the Graph tab make the graph (without apply interval or filter)
JMeter,WITHOUT_CLASSIFICATION,// create the JTable that holds one cookie per row
JMeter,WITHOUT_CLASSIFICATION,// Remove the header for content-type and content-length since // those values will most likely be incorrect when the sampler // performs the multipart request because the boundary string // will change
JMeter,WITHOUT_CLASSIFICATION,// Cannot find the file locally so try the bin directory
JMeter,WITHOUT_CLASSIFICATION,// USER_INPUT
JMeter,WITHOUT_CLASSIFICATION,// independent frame to // allow it to be overlaid // by the main frame //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// class attributes
JMeter,WITHOUT_CLASSIFICATION,//++ Action command names //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)     * @see org.apache.jmeter.visualizers.SamplerResultTab#clearData()     */"
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ resource name
JMeter,WITHOUT_CLASSIFICATION,// The following getters may appear not to be used - however they are invoked via the Functor class
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,//this.setDaemon(true);
JMeter,WITHOUT_CLASSIFICATION,// desc.add("Use fully qualified host name: TRUE/FALSE (Default FALSE)"); //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// We really should never get here // because eval will throw an exception // if xpath is invalid but whatever better // safe
JMeter,WITHOUT_CLASSIFICATION,// Check if we know the encoding of the page
JMeter,WITHOUT_CLASSIFICATION,// doctype
JMeter,WITHOUT_CLASSIFICATION,// Now parse the DOM tree
JMeter,WITHOUT_CLASSIFICATION,// drop-down list for renderer
JMeter,WITHOUT_CLASSIFICATION,// a url is always in a Tag.
JMeter,WITHOUT_CLASSIFICATION,// if no results render in jmeter.properties load Standard (default)
JMeter,WITHOUT_CLASSIFICATION,/* A checkbox choosing whether or not only successes should be logged. */
JMeter,WITHOUT_CLASSIFICATION,//NOT USED protected   static final String TAG_URL               = "requestUrl";       //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// If a table cell is being edited we must cancel the editing before // deleting the row
JMeter,WITHOUT_CLASSIFICATION,// Names for the fields // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// only contains Argument (or HTTPArgument)
JMeter,WITHOUT_CLASSIFICATION,// instance attributes
JMeter,WITHOUT_CLASSIFICATION,// format (HMTL XHTML XML)
JMeter,WITHOUT_CLASSIFICATION,// errors only
JMeter,WITHOUT_CLASSIFICATION,// When the encoding is not known the argument will get the encoded value and the "encode?" set to false
JMeter,WITHOUT_CLASSIFICATION,// Table still contains one or more rows so highlight // (select) the appropriate one.
JMeter,WITHOUT_CLASSIFICATION,// thresholds
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$$NON-NLS-2$
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ // We only support chunked transfer encoding
JMeter,WITHOUT_CLASSIFICATION,// Relatively expensive operation so do it once
JMeter,WITHOUT_CLASSIFICATION,// return JMeterContextService.getContext().getCurrentSampler().getName();
JMeter,WITHOUT_CLASSIFICATION,// Button Panel
JMeter,WITHOUT_CLASSIFICATION,// create the JTable that holds auth per row
JMeter,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)     * @see org.apache.jmeter.visualizers.request.RequestView#setSamplerResult(java.lang.Object)     */"
JMeter,WITHOUT_CLASSIFICATION,// Ignore non-HTTP samplers
JMeter,WITHOUT_CLASSIFICATION,// wait for server to stop
JMeter,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // Detect if user has pressed a new link
JMeter,WITHOUT_CLASSIFICATION,// Drop the last character:
JMeter,WITHOUT_CLASSIFICATION,// N.B. originally called clear() // @see also JMeterGUIComponent
JMeter,WITHOUT_CLASSIFICATION,//NOOP
JMeter,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ $NON-NLS-2$
JMeter,WITHOUT_CLASSIFICATION,// store the operator
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ $NON-NLS-2$
JMeter,WITHOUT_CLASSIFICATION,// default
JMeter,WITHOUT_CLASSIFICATION,// Whether to use dymanic key generation (if supported) // $NON-NLS-1$;
JMeter,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-2$
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$;
JMeter,WITHOUT_CLASSIFICATION,// all table cells are editable
JMeter,WITHOUT_CLASSIFICATION,// $NON_NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Put the check boxes in a column in a panel
JMeter,WITHOUT_CLASSIFICATION,// Convert the old numeric types - just in case someone wants to reload the workbench
JMeter,WITHOUT_CLASSIFICATION,// Assume URL
JMeter,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)     * @see org.apache.jmeter.visualizers.request.RequestView#getLabel()     */"
JMeter,WITHOUT_CLASSIFICATION,// Don't get tripped up by RE chars in the arg name
JMeter,WITHOUT_CLASSIFICATION,// With ssl request url is host:port (without https:// or path) // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// name="sessionid" value="value"
JMeter,WITHOUT_CLASSIFICATION,// return the current value (don't forget the prefix!)
JMeter,WITHOUT_CLASSIFICATION,// increment the value
JMeter,WITHOUT_CLASSIFICATION,// Whether to use the redirect disabling feature (can be switched off if it does not work)
JMeter,WITHOUT_CLASSIFICATION,// Use null for url to simulate that HttpRequestHdr do not // know the encoding for the page. Specify contentEncoding so the // request is "sent" using that encoding
JMeter,WITHOUT_CLASSIFICATION,//        super(new JMeterTreeNode(new WorkBenchGui().createTestElement() null)); //        TestElement tp = new TestPlanGui().createTestElement(); //        initTree(tp);
JMeter,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // e.g. "Transfer-Encoding: chunked" which is processed automatically by the underlying protocol // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ pseudo-header for reporting Local Address // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // For handling caching // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ //e.g. public max-age=259200 //e.g. Date Header of response
JMeter,WITHOUT_CLASSIFICATION,// Cannot use getThreadContext() as not cloned per thread
JMeter,WITHOUT_CLASSIFICATION,"/*     * Although the lock appears to be an instance lock in fact the lock is     * shared between all threads in a thread group but different thread groups     * have different locks - see the clone() method below     *     * The lock ensures that all the variables are processed together which is     * important for functions such as __CSVRead and _StringFromFile.     */"
JMeter,WITHOUT_CLASSIFICATION,// revert
JMeter,WITHOUT_CLASSIFICATION,// Check if the include pattern is matched
JMeter,WITHOUT_CLASSIFICATION,// PreProcessors are cloned per-thread so this will be saved per-thread // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Package protected to allow test case access
JMeter,WITHOUT_CLASSIFICATION,// String in the panel // Do not make these static otherwise language changes don't work // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// ;sessionid=value // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Not 100% sure but I believe this can't happen so // I'll log and throw an error:
JMeter,WITHOUT_CLASSIFICATION,//  value="value" name="sessionid" // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-2$ // $NON-NLS-3$ // $NON-NLS-1$ // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// can be specified in jmeter.properties //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,"/*     * ------------------------------------------------------------------------     * Methods implemented from interface org.apache.jmeter.config.Modifier     * ------------------------------------------------------------------------     */"
JMeter,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)     * @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testIterationStart(org.apache.jmeter.engine.event.LoopIterationEvent)     */"
JMeter,WITHOUT_CLASSIFICATION,// if a mask for this argument exists
JMeter,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)     * @see org.apache.jmeter.report.writers.PageSummary#setPageTitle(java.lang.String)     */"
JMeter,WITHOUT_CLASSIFICATION,// values to be masked must be set in the WebApp to "*"
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Check which HTTPSampler class we should use
JMeter,WITHOUT_CLASSIFICATION,// If a content encoding is specified we set it as http parameter so that // the post body will be encoded in the specified content encoding
JMeter,WITHOUT_CLASSIFICATION,// Allow list of headers to be overridden // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// create instances needed for parsing
JMeter,WITHOUT_CLASSIFICATION,// Test CSV file with a header line
JMeter,WITHOUT_CLASSIFICATION,// Don't break the world just because this failed:
JMeter,WITHOUT_CLASSIFICATION,// go on with next property.
JMeter,WITHOUT_CLASSIFICATION,// register content handler
JMeter,WITHOUT_CLASSIFICATION,// Engine may be null if it has not correctly started
JMeter,WITHOUT_CLASSIFICATION,// register error handler
JMeter,WITHOUT_CLASSIFICATION,// Build the replacer from all the variables in the collection:
JMeter,WITHOUT_CLASSIFICATION,// parse
JMeter,WITHOUT_CLASSIFICATION,//Synchronize on the info object's MUTEX to ensure //Multiple threads don't update the scheduled time simultaneously
JMeter,WITHOUT_CLASSIFICATION,// ------------------------------------------- // Constructors // -------------------------------------------
JMeter,WITHOUT_CLASSIFICATION,// Check if the user wants to create from template
JMeter,WITHOUT_CLASSIFICATION,// initalise pointer to first user
JMeter,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // default: bottom //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Use round robin allocation of user details
JMeter,WITHOUT_CLASSIFICATION,// Assume we have already created the store
JMeter,WITHOUT_CLASSIFICATION,// no entries in all users therefore create an empty Map object
JMeter,WITHOUT_CLASSIFICATION,// $NON-NLS-1$; // $NON-NLS-1$;
JMeter,WITHOUT_CLASSIFICATION,// verify if regex groups exists
JMeter,WITHOUT_CLASSIFICATION,// no CA key - probably the wrong store type. // cannot continue
JMeter,WITHOUT_CLASSIFICATION,// Note UserParameterXML accesses this variable // to obtain the Set data via method getParsedParameters()
JMeter,WITHOUT_CLASSIFICATION,// Set up some objects for the script to play with //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ // Previously mis-spelt as theadName //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// cannot be first line either
JMeter,WITHOUT_CLASSIFICATION,// Leave header as is // headerBuf.append(conn.getHeaderField(0).substring(0 8)); // headerBuf.append(" "); // headerBuf.append(conn.getResponseCode()); // headerBuf.append(" "); // headerBuf.append(conn.getResponseMessage()); //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// ensure Proxy threads cannot interfere with each other
JMeter,WITHOUT_CLASSIFICATION,// store is faulty we need to recreate it // if cert is not valid flag up to recreate it
JMeter,WITHOUT_CLASSIFICATION,// Otherwise the response is scanned for these strings //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,"/*     * @return     */"
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// ------------------------------------------- // Methods // -------------------------------------------
JMeter,WITHOUT_CLASSIFICATION,// Set the title for the first tab //$NON-NLS-1$ // Remove the other tabs if present // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Should Tidy be quiet?
JMeter,WITHOUT_CLASSIFICATION,// reload to pick up new aliases // reloading is very quick compared with creating an entry currently
JMeter,WITHOUT_CLASSIFICATION,// haven't got to reset paramname & paramvalue // but did it to keep the code looking correct
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$  // Test can't have a duration more than 2^31 secs (cast from long to int)
JMeter,WITHOUT_CLASSIFICATION,"/*     * These are used as GUI item names;     * LOWERBOUND UPPERBOUND and INCREMENT are used in the focusLost() method     */"
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-2$
JMeter,WITHOUT_CLASSIFICATION,"/*     * @param element     */"
JMeter,WITHOUT_CLASSIFICATION,// These names must agree case-wise with the variable and property names //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// this.updateUI();
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$  //$NON-NLS-2$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Property was found in a config element. Whether or not // it matched the value in the sampler we're done with // this property -- don't look at lower-priority configs:
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Should we download external DTDs?
JMeter,WITHOUT_CLASSIFICATION,// boolean pass = true;
JMeter,WITHOUT_CLASSIFICATION,// regex //$NON-NLS-1$ // template //$NON-NLS-1$ // which match //$NON-NLS-1$ // between text //$NON-NLS-1$ // default text //$NON-NLS-1$ // output variable name //$NON-NLS-1$ // input variable //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Called by XPathAssertionGui
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ $NON-NLS-2$
JMeter,WITHOUT_CLASSIFICATION,// Don't make these static otherwise language change does not work //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ // Previously mis-spelt as theadName //$NON-NLS-1$ //$NON-NLS-1$ (may be null) //$NON-NLS-1$ (may be null) //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Report Tidy errors as Assertion failure?
JMeter,WITHOUT_CLASSIFICATION,// Use null for url and contentEncoding to simulate that HttpRequestHdr do not // know the encoding for the page
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ // Check if it is form data //$NON-NLS-1$ // Get the form field name //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Process tolerant settings
JMeter,WITHOUT_CLASSIFICATION,// Show Tidy warnings ?
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ $NON-NLS-2$ //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$//$NON-NLS-2$
JMeter,WITHOUT_CLASSIFICATION,// Non-Tidy options
JMeter,WITHOUT_CLASSIFICATION,// Tabbed results: fill table //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Needed by AbstractTestElement. // Also TestElementConverter and TestElementPropertyConverter for handling empty comments //$NON-NLS-1$ // N.B. Comments originally only applied to Test Plans hence the name - which can now not be easily changed
JMeter,WITHOUT_CLASSIFICATION,// Tidy options
JMeter,WITHOUT_CLASSIFICATION,// Set the title for the first tab //$NON-NLS-1$ // Add the other tabs if not present // $NON-NLS-1$ // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// The HTTPClient always urlencodes both name and value // so if the argument is already encoded we have to decode // it before adding it to the post request
JMeter,WITHOUT_CLASSIFICATION,// setup bottom tabs first Raw second Parsed //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Title multipart
JMeter,WITHOUT_CLASSIFICATION,// Add local JMeter properties if the file is found //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// If invokee was provided then clazz has been set up
JMeter,WITHOUT_CLASSIFICATION,// Label // count // Mean // median // 90% // Min // Max // Error %age //$NON-NLS-1$ // Throughput //$NON-NLS-1$ // pageSize   //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Called by XPathExtractorGui
JMeter,WITHOUT_CLASSIFICATION,// Although this field is mutable it is only accessed within the synchronized method deliverSampler()
JMeter,WITHOUT_CLASSIFICATION,// Check for local contentEncoding (charset) override; fall back to default for content body // we do this here rather so we can use the same charset to retrieve the data
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ // file_merge.setAccelerator( // KeyStroke.getKeyStroke(KeyEvent.VK_O KeyEvent.CTRL_MASK)); // Set default SAVE menu item to disabled since the default node that // is selected is ROOT which does not allow items to be inserted.
JMeter,WITHOUT_CLASSIFICATION,// We get the posted bytes using the charset that was used to create them
JMeter,WITHOUT_CLASSIFICATION,//    public final static String CONNECTION = "MongoSourceElement.connection"; //$NON-NLS-1$ //    public final static String SOURCE = "MongoSourceElement.source"; //$NON-NLS-1$ // //    public final static String AUTO_CONNECT_RETRY = "MongoSourceElement.autoConnectRetry"; //$NON-NLS-1$ //    public final static String CONNECTIONS_PER_HOST = "MongoSourceElement.connectionsPerHost"; //$NON-NLS-1$ //    public final static String CONNECT_TIMEOUT = "MongoSourceElement.connectTimeout"; //$NON-NLS-1$ //    public final static String CONTINUE_ON_INSERT_ERROR = "MongoSourceElement.continueOnInsertError"; //$NON-NLS-1$ //    public final static String MAX_AUTO_CONNECT_RETRY_TIME = "MongoSourceElement.maxAutoConnectRetryTime"; //$NON-NLS-1$ //    public final static String MAX_WAIT_TIME = "MongoSourceElement.maxWaitTime"; //$NON-NLS-1$ //    public final static String SOCKET_TIMEOUT = "MongoSourceElement.socketTimeout"; //$NON-NLS-1$ //    public final static String SOCKET_KEEP_ALIVE = "MongoSourceElement.socketKeepAlive"; //$NON-NLS-1$ //    public final static String THREADS_ALLOWED_TO_BLOCK_MULTIPLIER = "MongoSourceElement.threadsAllowedToBlockForConnectionMultiplier"; //$NON-NLS-1$ // //    public final static String FSYNC = "MongoSourceElement.fsync"; //$NON-NLS-1$ //    public final static String SAFE = "MongoSourceElement.safe"; //$NON-NLS-1$ //    public final static String WAIT_FOR_JOURNALING = "MongoSourceElement.waitForJournaling"; //$NON-NLS-1$ //    public final static String WRITE_OPERATION_NUMBER_OF_SERVERS = "MongoSourceElement.writeOperationNumberOfServers"; //$NON-NLS-1$ //    public final static String WRITE_OPERATION_TIMEOUT = "MongoSourceElement.writeOperationTimeout"; //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ // Add variables for access to context and variables
JMeter,WITHOUT_CLASSIFICATION,// If getSendFileAsPostBody returned true it's sure that file is not null // no need for content-type here
JMeter,WITHOUT_CLASSIFICATION,// Could time this // res.sampleEnd(); // if sampleEnd() is not called elapsed time will remain zero // TODO distinguish errors better //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// N.B. It's not po ssible to forward threadStarted() to the implementation class. // This is because Config items are not processed until later and HTTPDefaults may define the implementation
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ // $NON-NLS1$
JMeter,WITHOUT_CLASSIFICATION,// More general attributes not supported
JMeter,WITHOUT_CLASSIFICATION,// Help convert existing JMX files which use HTTPSampler[2] nodes
JMeter,WITHOUT_CLASSIFICATION,// superclass does not support types
JMeter,WITHOUT_CLASSIFICATION,/* Shown as Parameter Name on the GUI */
JMeter,WITHOUT_CLASSIFICATION,// private static final int LIMIT_STR_SIZE = 100; // private boolean isRoot;
JMeter,WITHOUT_CLASSIFICATION,// for Thread Pool for resources but no need to use a special value?
JMeter,WITHOUT_CLASSIFICATION,// Find the data sent to the mirror server which the mirror server is sending back to us
JMeter,WITHOUT_CLASSIFICATION,// IMAGE_PARSER now really means EMBEDDED_PARSER // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// for omitted file names //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// If there is one file with no parameter name the file will // be sent as post body.
JMeter,WITHOUT_CLASSIFICATION,// Check arguments
JMeter,WITHOUT_CLASSIFICATION,// We know that URL arguments should always be encoded in UTF-8 according to spec
JMeter,WITHOUT_CLASSIFICATION,// Parse the arguments in querystring assuming specified encoding for values
JMeter,WITHOUT_CLASSIFICATION,// private method to allow AsyncSample to reset the value without performing checks
JMeter,WITHOUT_CLASSIFICATION,// Get the query string encoded in specified encoding // If no encoding is specified by user we will get it // encoded in UTF-8 which is what the HTTP spec says
JMeter,WITHOUT_CLASSIFICATION,// Needs to be visible to test cases //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Encode the parameter value in the specified content encoding
JMeter,WITHOUT_CLASSIFICATION,// first copy the children as the call to copy.add will modify the collection we're iterating on
JMeter,WITHOUT_CLASSIFICATION,// we don't; use the default parser
JMeter,WITHOUT_CLASSIFICATION,// need to handle four cases: // - string contains name=value // - string contains name= // - string contains name // - empty string
JMeter,WITHOUT_CLASSIFICATION,// For concurrent get resources
JMeter,WITHOUT_CLASSIFICATION,// See catch clause below
JMeter,WITHOUT_CLASSIFICATION,// IF for download concurrent embedded resources
JMeter,WITHOUT_CLASSIFICATION,// kill any remaining tasks
JMeter,WITHOUT_CLASSIFICATION,// We must ask the user if it is ok to close current project // i.e. it is OPEN
JMeter,WITHOUT_CLASSIFICATION,// Browsers seem to tolerate Location headers with spaces // replacing them automatically with %20. We want to emulate // this behaviour.
JMeter,WITHOUT_CLASSIFICATION,// We don't want to use CacheManager clone but the parent one and CacheManager is Thread Safe
JMeter,WITHOUT_CLASSIFICATION,// Implement these here to avoid re-implementing for sub-classes // (previously these were implemented in all TestElements)
JMeter,WITHOUT_CLASSIFICATION,// N.B. These values are used in jmeter.properties (jmeter.httpsampler) - do not change // They can alse be used as the implementation name
JMeter,WITHOUT_CLASSIFICATION,// Access needed from CSVDataSet
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ //- JMX
JMeter,WITHOUT_CLASSIFICATION,// otherwise we use "text/xml" as the default //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Store the resource keys
JMeter,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$  //$NON-NLS-1$ //$NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// default (e.g. if test plan does not have definition)
JMeter,WITHOUT_CLASSIFICATION,// This should only be called for a specific host
JMeter,WITHOUT_CLASSIFICATION,// keystore for SSL keys; fixed at config except for dynamic host key generation
JMeter,WITHOUT_CLASSIFICATION,// trailing string is not empty
JMeter,WITHOUT_CLASSIFICATION,// safer to start afresh
JMeter,WITHOUT_CLASSIFICATION,// This class is not cloned per thread so this is shared
JMeter,WITHOUT_CLASSIFICATION,"/*     * nextInt(n) returns values in the range [0n)     * so n must be set to max-min+1     */"
JMeter,WITHOUT_CLASSIFICATION,// most likely this is because of a certificate error
JMeter,WITHOUT_CLASSIFICATION,// This can overflow
JMeter,WITHOUT_CLASSIFICATION,// Can be null if called from Config item testEnded() method
JMeter,WITHOUT_CLASSIFICATION,// This is used as an error indicator
JMeter,WITHOUT_CLASSIFICATION,// Note: the resource string won't respond to locale-changes // however this does not matter as it is only used when pasting to the clipboard
JMeter,WITHOUT_CLASSIFICATION,// check for overflow too
JMeter,WITHOUT_CLASSIFICATION,// If this is defined it is assumed to be the alias of a user-supplied certificate; overrides dynamic mode // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// Cannot use getThreadContext() as we are not cloned per thread
JMeter,WITHOUT_CLASSIFICATION,// Use format to create number; if it fails use the default
JMeter,WITHOUT_CLASSIFICATION,// place raw tab in first position (first tab)
JMeter,WITHOUT_CLASSIFICATION,// The original name of the property
JMeter,WITHOUT_CLASSIFICATION,// reset the value
JMeter,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)         * @see javax.swing.JTabbedPane#setSelectedIndex(int)         */"
JMeter,WITHOUT_CLASSIFICATION,// HashMap to save ssl connection between Jmeter proxy and browser
JMeter,WITHOUT_CLASSIFICATION,// The alias to be used if dynamic host names are not possible // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// user-specified key
JMeter,WITHOUT_CLASSIFICATION,// treat the same as EOF
