projectname,classification,commenttext
JRuby,WITHOUT_CLASSIFICATION,// mark as captured if from containing scope
JRuby,WITHOUT_CLASSIFICATION,// NOTE: Serialization is primarily supported for testing purposes and there is no general // guarantee that serialization will work correctly. Specifically instance variables pointing // at symbols threads modules classes and other unserializable types are not detected.
JRuby,WITHOUT_CLASSIFICATION,// no such luck...
JRuby,WITHOUT_CLASSIFICATION,// new factory methods ------------------------------------------------------------------------
JRuby,WITHOUT_CLASSIFICATION,// Equivalent of Data_Get_Struct // This will first check that the object in question is actually a T_DATA equivalent.
JRuby,WITHOUT_CLASSIFICATION,// // Wake up any channels that became unblocked //
JRuby,WITHOUT_CLASSIFICATION,// We know this is a block scope because a local scope cannot be within a local scope // If topScope was itself it would have created a LocalAsgnNode above.
JRuby,WITHOUT_CLASSIFICATION,// Is the parser current within a singleton (value is number of nested singletons)
JRuby,WITHOUT_CLASSIFICATION,// // Force the client socket to be blocking //
JRuby,WITHOUT_CLASSIFICATION,// IRubyObject DynamicMethod RubyClass CacheEntry ThreadContext IRubyObject IRubyObject String args
JRuby,WITHOUT_CLASSIFICATION,// Add real top to new top (unless this top is empty [only begin/end nodes or truly empty])
JRuby,WITHOUT_CLASSIFICATION,// If reciever is self then we do the call the same way as vcall
JRuby,WITHOUT_CLASSIFICATION,//[CC] //[C boolean]
JRuby,WITHOUT_CLASSIFICATION,//        return new CallOneArgNode(firstNode.getPosition() firstNode operator new ArrayNode(secondNode.getPosition() secondNode));
JRuby,WITHOUT_CLASSIFICATION,// FIXME: what is correct 'recv' argument? // (this does produce the desired behavior)
JRuby,WITHOUT_CLASSIFICATION,// Block and block pass passed in at same time....uh oh
JRuby,WITHOUT_CLASSIFICATION,// package scheme 2: separate module for each full package name constructed  // from the camel-cased package segments: Java::JavaLang::Object
JRuby,WITHOUT_CLASSIFICATION,// Create constants for flock
JRuby,WITHOUT_CLASSIFICATION,// If there's a second argument it's the path to which the first  // argument is relative.
JRuby,WITHOUT_CLASSIFICATION,// extract item from array
JRuby,WITHOUT_CLASSIFICATION,// Create Ruby proxies for any input arguments that are not primitives.
JRuby,WITHOUT_CLASSIFICATION,// Zero-Argument declaration
JRuby,WITHOUT_CLASSIFICATION,// nothing else to here - the module version will be // included in the class.
JRuby,WITHOUT_CLASSIFICATION,//yyLen 542
JRuby,WITHOUT_CLASSIFICATION,// set the binding's frame's "previous" file and line to current so // trace will show who called the block
JRuby,WITHOUT_CLASSIFICATION,// Store to temp so it does null out on us mid-stream
JRuby,WITHOUT_CLASSIFICATION,// KCode.NONE is used because KCODE does not affect parse in Ruby 1.8 // if Ruby 2.0 encoding pragmas are implemented this will need to change
JRuby,WITHOUT_CLASSIFICATION,// Other args begin at index 1
JRuby,WITHOUT_CLASSIFICATION,//yyDgoto 152
JRuby,WITHOUT_CLASSIFICATION,// This does the assignment!
JRuby,WITHOUT_CLASSIFICATION,//yyRindex 945
JRuby,WITHOUT_CLASSIFICATION,// flush first
JRuby,WITHOUT_CLASSIFICATION,// switch // if
JRuby,WITHOUT_CLASSIFICATION,// line 540
JRuby,WITHOUT_CLASSIFICATION,// The name of the variable
JRuby,WITHOUT_CLASSIFICATION,// seek to force underlying buffer to flush
JRuby,WITHOUT_CLASSIFICATION,// dynamically increase
JRuby,WITHOUT_CLASSIFICATION,/* brace to match it.  Bracket expressions must be */
JRuby,WITHOUT_CLASSIFICATION,// Translate "ret = (a && b)" --> "ret = (a ? b : false)" --> //  //    v1 = -- build(a) -- //       OPT: ret can be set to v1 but effectively v1 is false if we take the branch to L. //            while this info can be inferred by using attributes why bother if we can do this? //    ret = false    //    beq(v1 false L) //    v2 = -- build(b) -- //    ret = v2 // L: //
JRuby,WITHOUT_CLASSIFICATION,// line 388
JRuby,WITHOUT_CLASSIFICATION,// Length check is a hack.  We should not be reeiving "" as a filename ever.
JRuby,WITHOUT_CLASSIFICATION,// line 436
JRuby,WITHOUT_CLASSIFICATION,/* \O \OO \OOO or backref */
JRuby,WITHOUT_CLASSIFICATION,// line 1093
JRuby,WITHOUT_CLASSIFICATION,// Java / and % are not the same as ruby
JRuby,WITHOUT_CLASSIFICATION,// Java requires "w" for creating a file that does not exist
JRuby,WITHOUT_CLASSIFICATION,// create a new variable using the prefix
JRuby,WITHOUT_CLASSIFICATION,// line 509
JRuby,WITHOUT_CLASSIFICATION,// Check if the method has been explicitly excluded
JRuby,WITHOUT_CLASSIFICATION,// line 785
JRuby,WITHOUT_CLASSIFICATION,// switch //while
JRuby,WITHOUT_CLASSIFICATION,// line 592
JRuby,WITHOUT_CLASSIFICATION,// // We limit reads to BULK_READ_SIZED chunks to avoid NIO allocating // a huge temporary native buffer when doing reads into a heap buffer // If the dst buffer is direct then no need to limit. //
JRuby,WITHOUT_CLASSIFICATION,// line 633
JRuby,WITHOUT_CLASSIFICATION,// Pre-create all the core classes potentially referenced during startup
JRuby,WITHOUT_CLASSIFICATION,// JRUBY-530 until case
JRuby,WITHOUT_CLASSIFICATION,// if we're not attempting to invoke method_missing and method is not visible branch to method_missing
JRuby,WITHOUT_CLASSIFICATION,// line 666
JRuby,WITHOUT_CLASSIFICATION,// Get the value from the map via the values iterator
JRuby,WITHOUT_CLASSIFICATION,// line 817
JRuby,WITHOUT_CLASSIFICATION,// IRubyObject DynamicMethod ThreadContext IRubyObject RubyModule String IRubyObject
JRuby,WITHOUT_CLASSIFICATION,// line 820
JRuby,WITHOUT_CLASSIFICATION,// Now clear out any previously selected channels
JRuby,WITHOUT_CLASSIFICATION,// line 902
JRuby,WITHOUT_CLASSIFICATION,// seek to force read buffer to invalidate
JRuby,WITHOUT_CLASSIFICATION,// line 947
JRuby,WITHOUT_CLASSIFICATION,// lazily create class init only if necessary
JRuby,WITHOUT_CLASSIFICATION,// block
JRuby,WITHOUT_CLASSIFICATION,// line 977
JRuby,WITHOUT_CLASSIFICATION,"/*      * This method takes as input a map of operands to their values and outputs     * the result of this instruction.     *     * If the value map provides a value for any of the instruction's operands     * the expectation is that the operand will be replaced with the simplified value.     * It is not required that it do so -- code correctness is not compromised by failure     * to simplify.     *     * @param valueMap Mapping from operands to their simplified values     * @returns simplified result / output of this instruction     */"
JRuby,WITHOUT_CLASSIFICATION,//System.err.println(" main/len=" + len);
JRuby,WITHOUT_CLASSIFICATION,// expect value to be an array of nodes
JRuby,WITHOUT_CLASSIFICATION,// If no explicit block passed to super then use the one passed in unless it's explicitly cleared with nil
JRuby,WITHOUT_CLASSIFICATION,// use same ClassIndex as metaclass since we're technically still of that type
JRuby,WITHOUT_CLASSIFICATION,// line 1060
JRuby,WITHOUT_CLASSIFICATION,// proxy is under construction building thread can // safely read non-volatile value
JRuby,WITHOUT_CLASSIFICATION,// line 1204
JRuby,WITHOUT_CLASSIFICATION,// minus one more for IRubyObject[]
JRuby,WITHOUT_CLASSIFICATION,// line 1090
JRuby,WITHOUT_CLASSIFICATION,// bench straight-up long fib(30)
JRuby,WITHOUT_CLASSIFICATION,// line 1149
JRuby,WITHOUT_CLASSIFICATION,// Translate "x || y" --> "x = (is_true(x) ? x : y)" --> //  //    x = -- build(x) should return a variable! -- //    f = is_true(x) //    beq(f true L) //    x = -- build(y) -- // L: //
JRuby,WITHOUT_CLASSIFICATION,// EQ != 0 (i.e. true)
JRuby,WITHOUT_CLASSIFICATION,// get JavaClass if this is the new proxy class; verify it // matches if this is a superclass proxy.
JRuby,WITHOUT_CLASSIFICATION,// main while loop (offset < length)
JRuby,WITHOUT_CLASSIFICATION,/* $:: load path */
JRuby,WITHOUT_CLASSIFICATION,// Enebo:  c can never be antrhign but '.' // Why did I put this here?
JRuby,WITHOUT_CLASSIFICATION,// assign given optional arguments to their variables
JRuby,WITHOUT_CLASSIFICATION,// First build an assignment for a splat if any with the rest of the args!
JRuby,WITHOUT_CLASSIFICATION,// Experimental class reification support to create real Java classes // for Ruby classes after the first opening
JRuby,WITHOUT_CLASSIFICATION,// attempt to load the found library
JRuby,WITHOUT_CLASSIFICATION,// Make sure the appropriate scope has proper size. See JRUBY-2046.
JRuby,WITHOUT_CLASSIFICATION,// wait until thread has completed
JRuby,WITHOUT_CLASSIFICATION,// @JRubyMethod(name = "complex?")
JRuby,WITHOUT_CLASSIFICATION,// // Synchronize and re-check to avoid creating more than one Selector per provider //
JRuby,WITHOUT_CLASSIFICATION,// Populate up to shorter of calling arguments or local parameters in the block
JRuby,WITHOUT_CLASSIFICATION,// @JRubyMethod(name = "inexact?")
JRuby,WITHOUT_CLASSIFICATION,// We use file test since it is faster than a stat; also euid == uid in Java always
JRuby,WITHOUT_CLASSIFICATION,// set thread context JRuby classloader here for the main thread
JRuby,WITHOUT_CLASSIFICATION,// '.' and all precision digits printed
JRuby,WITHOUT_CLASSIFICATION,// note that we'll potentially see the refs for both the java object and // proxy -- whichever we see first will cause the entry to be removed; // the other will not match an entry and will be ignored.
JRuby,WITHOUT_CLASSIFICATION,// assign the default values adding to the end of allArgs
JRuby,WITHOUT_CLASSIFICATION,// Check the entry.setValue values come back out ok
JRuby,WITHOUT_CLASSIFICATION,// in-frame EvalState should already have receiver set as self continue to use it
JRuby,WITHOUT_CLASSIFICATION,// for prec 15 root x0 must surely be OK // return small prec roots without iterations
JRuby,WITHOUT_CLASSIFICATION,// dangling '%' char
JRuby,WITHOUT_CLASSIFICATION,// line 1079
JRuby,WITHOUT_CLASSIFICATION,// // When reading into a heap buffer the jvm allocates a temporary // direct ByteBuffer of the requested size.  To avoid allocating // a huge direct buffer when doing ludicrous reads (e.g. 1G or more) // we split the read up into chunks of no more than 1M //
JRuby,WITHOUT_CLASSIFICATION,// setFoo(Foo) => foo=(Foo)
JRuby,WITHOUT_CLASSIFICATION,// relatively cheap test for 32-bit values
JRuby,WITHOUT_CLASSIFICATION,// a while node could receive non-local flow control from any of these: // * a closure within the loop // * an eval within the loop // * a block-arg-based proc called within the loop
JRuby,WITHOUT_CLASSIFICATION,// 'class << state.self' and 'class << obj' uses defn as opposed to defs
JRuby,WITHOUT_CLASSIFICATION,// promise to implement N
JRuby,WITHOUT_CLASSIFICATION,// MRI rounds up on nnn5nnn but not nnn5 -- // except for when they do
JRuby,WITHOUT_CLASSIFICATION,// depending on size of original args call appropriate utility method
JRuby,WITHOUT_CLASSIFICATION,// no dec digits after '.' error for strict
JRuby,WITHOUT_CLASSIFICATION,// Scope (method/closure) to which this cfg belongs // Entry BB -- dummy // Exit BB -- dummy // The actual graph // Next available basic block id
JRuby,WITHOUT_CLASSIFICATION,// debugging code keeping for now
JRuby,WITHOUT_CLASSIFICATION,// check for frame field reads or writes
JRuby,WITHOUT_CLASSIFICATION,// bench fully-boxed fib
JRuby,WITHOUT_CLASSIFICATION,// MRI extends in order from last to first
JRuby,WITHOUT_CLASSIFICATION,// EQ == 0 (i.e. false)
JRuby,WITHOUT_CLASSIFICATION,// load Object under value
JRuby,WITHOUT_CLASSIFICATION,// TypeMatcher
JRuby,WITHOUT_CLASSIFICATION,// For 'b.foo()'.  Args are only significant in maintaining backwards compatible AST structure
JRuby,WITHOUT_CLASSIFICATION,// // Complete the request by filling the read buffer first //
JRuby,WITHOUT_CLASSIFICATION,// go through negated powers of 32 until we find one small enough
JRuby,WITHOUT_CLASSIFICATION,/* ----------- Public Interface ------------ */
JRuby,WITHOUT_CLASSIFICATION,// add to the corresponding positive power of 32 for the result. // meaningful? no. conformant? yes. I just write the code...
JRuby,WITHOUT_CLASSIFICATION,// if it's an array only add methods for aref aset and length
JRuby,WITHOUT_CLASSIFICATION,// attribute set.
JRuby,WITHOUT_CLASSIFICATION,// // Avoid double-copying for reads that are larger than the buffer size //
JRuby,WITHOUT_CLASSIFICATION,// identity equality
JRuby,WITHOUT_CLASSIFICATION,// Additional context surrounding tokens that both the lexer and // grammar use.
JRuby,WITHOUT_CLASSIFICATION,// line 1124
JRuby,WITHOUT_CLASSIFICATION,// MRI 1.8.6 behavior: null byte after '%' // leads to "%" string. Null byte in // other places like "%5\0" leads to error.
JRuby,WITHOUT_CLASSIFICATION,// Get the control flow graph for this scope -- only valid for methods & closures
JRuby,WITHOUT_CLASSIFICATION,/* least significant r bits */
JRuby,WITHOUT_CLASSIFICATION,// check current directory; if file exists retrieve URL and return resource
JRuby,WITHOUT_CLASSIFICATION,// drop through for sign
JRuby,WITHOUT_CLASSIFICATION,// rb_enc_precise_mbclen
JRuby,WITHOUT_CLASSIFICATION,// line 1179
JRuby,WITHOUT_CLASSIFICATION,// add all names for this annotation
JRuby,WITHOUT_CLASSIFICATION,/* most significant w-r bits */
JRuby,WITHOUT_CLASSIFICATION,// no dec digits end of parseable data go to calc
JRuby,WITHOUT_CLASSIFICATION,// set argv from main's args
JRuby,WITHOUT_CLASSIFICATION,// switch // for
JRuby,WITHOUT_CLASSIFICATION,// trim extension to try other options
JRuby,WITHOUT_CLASSIFICATION,// no more values to stick in rest arg
JRuby,WITHOUT_CLASSIFICATION,// line 836
JRuby,WITHOUT_CLASSIFICATION,//        arity.checkArity(runtime argsLength);
JRuby,WITHOUT_CLASSIFICATION,// ---------- These methods below are used during compile-time optimizations -------
JRuby,WITHOUT_CLASSIFICATION,// Done with closure compilation
JRuby,WITHOUT_CLASSIFICATION,// line 643
JRuby,WITHOUT_CLASSIFICATION,// line 1138
JRuby,WITHOUT_CLASSIFICATION,// notify thread to proceed
JRuby,WITHOUT_CLASSIFICATION,// line 896
JRuby,WITHOUT_CLASSIFICATION,// line 1155
JRuby,WITHOUT_CLASSIFICATION,// NOTE: Since we are processing ASTs loop bodies are processed in depth-first manner // with outer loops encountered before inner loops and inner loops finished before outer ones. // // So we can keep track of loops in a loop stack which  keeps track of loops as they are encountered. // This lets us implement next/redo/break/retry easily for the non-closure cases
JRuby,WITHOUT_CLASSIFICATION,// no arg grouping just use bulk assignment methods
JRuby,WITHOUT_CLASSIFICATION,// Should we run this pass on the current scope before running it on nested scopes?
JRuby,WITHOUT_CLASSIFICATION,// First try to use drive letter from supplied dir value // then try current work dir.
JRuby,WITHOUT_CLASSIFICATION,// line 486
JRuby,WITHOUT_CLASSIFICATION,// Whether this scope is used as the "argument scope" for e.g. zsuper
JRuby,WITHOUT_CLASSIFICATION,/* constant vector a */
JRuby,WITHOUT_CLASSIFICATION,// will have a trailing '.' // g fills trailing zeroes if #
JRuby,WITHOUT_CLASSIFICATION,//yyDefRed 945
JRuby,WITHOUT_CLASSIFICATION,// line 899
JRuby,WITHOUT_CLASSIFICATION,// state[i] &= 0xffffffffL;
JRuby,WITHOUT_CLASSIFICATION,// invoke method
JRuby,WITHOUT_CLASSIFICATION,// optArgs and restArgs require more work so isolate them and ArrayList creation here
JRuby,WITHOUT_CLASSIFICATION,// check if we're a stdio IO and ensure we're not badly mutilated
JRuby,WITHOUT_CLASSIFICATION,// rounding neccessary
JRuby,WITHOUT_CLASSIFICATION,// JRUBY-2435: Aliasing eval and other "special" methods should display a warning // We warn because we treat certain method names as "special" for purposes of // optimization. Hopefully this will be enough to convince people not to alias // them.
JRuby,WITHOUT_CLASSIFICATION,// state[j] &= 0xffffffffL;
JRuby,WITHOUT_CLASSIFICATION,// start setup method
JRuby,WITHOUT_CLASSIFICATION,// get "self"
JRuby,WITHOUT_CLASSIFICATION,// looks like someone's trying to raise a Java exception. Let them.
JRuby,WITHOUT_CLASSIFICATION,// used only by the compiler/interpreter (will set the literal flag)
JRuby,WITHOUT_CLASSIFICATION,// This appears to be some windows-only mode.  On a java platform this is a no-op
JRuby,WITHOUT_CLASSIFICATION,// . Array given to rest should pass itself // . Array with rest + other args should extract array // . Array with multiple values and NO rest should extract args if there are more than one argument
JRuby,WITHOUT_CLASSIFICATION,// No timeout in critical section
JRuby,WITHOUT_CLASSIFICATION,"/*     * Ensure that separator is valid otherwise give it the default paragraph separator.     */"
JRuby,WITHOUT_CLASSIFICATION,/* MSB is 1; assuring non-zero initial array */
JRuby,WITHOUT_CLASSIFICATION,// readable only by thread building proxy so don't need to be // volatile. used to handle recursive calls to getProxyClass/Module // while proxy is being constructed (usually when a constant // defined by a class is of the same type as that class).
JRuby,WITHOUT_CLASSIFICATION,// never visited should be fine
JRuby,WITHOUT_CLASSIFICATION,// retry handling in the rescue blocks
JRuby,WITHOUT_CLASSIFICATION,// add in reverse order
JRuby,WITHOUT_CLASSIFICATION,// ok it's a socket...set values accordingly // just using AF_INET since we can't tell from SocketChannel...
JRuby,WITHOUT_CLASSIFICATION,// We can callsite cache const_missing if we want
JRuby,WITHOUT_CLASSIFICATION,"/*     * Determine what sort of assigner should be used for the provided 'iter' (e.g. block).     * Assigner provides just the right logic for assigning values to local parameters of the     * block.     *     * This method also has a second optimization which is to set 'noargblock' in the case that     * the block is a block which accepts no arguments.  The primary reason for this second     * optimization is that in the case of a yield with a RubyArray we will bypass some logic     * processing the RubyArray into a proper form (only to then not do anythign with it).  A     * secondary benefit is that a simple boolean seems to optimize by hotspot much faster     * than the zero arg assigner.     */"
JRuby,WITHOUT_CLASSIFICATION,// Ruby Grammar productions return plenty of nulls.
JRuby,WITHOUT_CLASSIFICATION,// Change visibility so others can see it
JRuby,WITHOUT_CLASSIFICATION,// can be overridden to be informed when objects are removed
JRuby,WITHOUT_CLASSIFICATION,// append what we read into our buffer and allow the loop to continue
JRuby,WITHOUT_CLASSIFICATION,//System.err.println("byteListToInum(" + str + ")");
JRuby,WITHOUT_CLASSIFICATION,/*package-protected*/
JRuby,WITHOUT_CLASSIFICATION,// something in here is used to build up ruby stack trace...
JRuby,WITHOUT_CLASSIFICATION,// equivalent to MRI case '\0':
JRuby,WITHOUT_CLASSIFICATION,// not reached
JRuby,WITHOUT_CLASSIFICATION,// MRI behavior:  for 'Q' do not add trailing nils
JRuby,WITHOUT_CLASSIFICATION,// MRI behavior: "If digits is 0 the result is the same as the / operator."
JRuby,WITHOUT_CLASSIFICATION,//System.err.println(" figureOutBase/base=" + base);
JRuby,WITHOUT_CLASSIFICATION,"/*        result = eval(""arr = Array::['c' 200]; p arr"");        assertEquals(""[\""c\"" 200]"" result);        result = eval(""arr = Array.['d' 200]; p arr"");        assertEquals(""[\""d\"" 200]"" result);        */"
JRuby,WITHOUT_CLASSIFICATION,// only public methods
JRuby,WITHOUT_CLASSIFICATION,// Initialize all flow graph nodes
JRuby,WITHOUT_CLASSIFICATION,// See if module is in chain...Cannot match against itself so start at superClass.
JRuby,WITHOUT_CLASSIFICATION,// rb_reg_initialize_str
JRuby,WITHOUT_CLASSIFICATION,// adapter tc recv args{01} block{01}]
JRuby,WITHOUT_CLASSIFICATION,//RubyModule module = context.getRubyClass();
JRuby,WITHOUT_CLASSIFICATION,// presumably this require should fail
JRuby,WITHOUT_CLASSIFICATION,//System.err.println(" getSign/" + sign);
JRuby,WITHOUT_CLASSIFICATION,// If we could not find the constant from cref..then try getting from inheritence hierarchy
JRuby,WITHOUT_CLASSIFICATION,// For 'b.foo'
JRuby,WITHOUT_CLASSIFICATION,// Accumulate call arguments
JRuby,WITHOUT_CLASSIFICATION,//         data.currentFile.callMethod(context "lineno=" line);
JRuby,WITHOUT_CLASSIFICATION,/* \xHH */
JRuby,WITHOUT_CLASSIFICATION,// any exceptions raised must continue to be raised skipping $! restoration
JRuby,WITHOUT_CLASSIFICATION,// line 1456
JRuby,WITHOUT_CLASSIFICATION,// if there's a non-null superclass we're including into a normal class hierarchy; // update subclass relationships to avoid stale parent/child relationships
JRuby,WITHOUT_CLASSIFICATION,// rethrow exception // rethrow it
JRuby,WITHOUT_CLASSIFICATION,// generate constants initialization code
JRuby,WITHOUT_CLASSIFICATION,// trailing garbage
JRuby,WITHOUT_CLASSIFICATION,// Zlib behavior: negative win_bits means no header and no checksum.
JRuby,WITHOUT_CLASSIFICATION,// produce a nicer error since Rubyists aren't used to seeing this
JRuby,WITHOUT_CLASSIFICATION,// if we have a specific-arity helper to construct an array for us use that
JRuby,WITHOUT_CLASSIFICATION,//[IRubyObject] //[IRubyObject IRubyObject] //[IRubyObject RubyClass] //[IRubyObject RubyClass RubyClass] //[IRubyObject RubyClass Visibility] //[IRubyObject RubyClass Visibility Visibility]
JRuby,WITHOUT_CLASSIFICATION,// load block from [] version of method
JRuby,WITHOUT_CLASSIFICATION,// Our values holder (name of variables are kept in staticScope)
JRuby,WITHOUT_CLASSIFICATION,// no number
JRuby,WITHOUT_CLASSIFICATION,// To turn a module into an "interface collection" we add a class instance // variable to hold the list of interfaces and modify append_features // for this module to call append_features on each of those interfaces as // well
JRuby,WITHOUT_CLASSIFICATION,// states
JRuby,WITHOUT_CLASSIFICATION,// how far ahead we are when reading
JRuby,WITHOUT_CLASSIFICATION,//System.err.println("calculateLength()/str=" + str);
JRuby,WITHOUT_CLASSIFICATION,// The cache is full. Abandon JIT for this method and bail out.
JRuby,WITHOUT_CLASSIFICATION,// line 1462
JRuby,WITHOUT_CLASSIFICATION,// we need to collect all methods though we'll only // install the ones that are named in this class
JRuby,WITHOUT_CLASSIFICATION,// Portion of line right after beginning marker
JRuby,WITHOUT_CLASSIFICATION,// In case when the number of occurences is // explicitly specified we have to read up // the remaining garbage after the '\0' to // satisfy the requested pattern.
JRuby,WITHOUT_CLASSIFICATION,// We define an actual list to get around bug in java integration (1387115)
JRuby,WITHOUT_CLASSIFICATION,// rb_iterate((VALUE(*)_((VALUE)))str_step (VALUE)args step_i (VALUE)iter);
JRuby,WITHOUT_CLASSIFICATION,// string has it's own ByteList but it's pointing to a shared buffer (byte[])
JRuby,WITHOUT_CLASSIFICATION,//System.err.println(" stringToLong=" + val);
JRuby,WITHOUT_CLASSIFICATION,// EQ == 0 (i.e. false) // pop the extra result and replace with the send part of the AND
JRuby,WITHOUT_CLASSIFICATION,// Constants for seek
JRuby,WITHOUT_CLASSIFICATION,// Colon3
JRuby,WITHOUT_CLASSIFICATION,// first char must be digit or decimal point
JRuby,WITHOUT_CLASSIFICATION,// if entry starts with a slash skip it since classloader resources never start with a /
JRuby,WITHOUT_CLASSIFICATION,// re-register since fileno points at something new now
JRuby,WITHOUT_CLASSIFICATION,// normal return for method body. return jump for within a begin/rescue/ensure
JRuby,WITHOUT_CLASSIFICATION,// Signal uses sun.misc.* classes this is not allowed // in the security-sensitive environments
JRuby,WITHOUT_CLASSIFICATION,// MRI behavior on Windows: it treats '/' as a root of // a current drive (but only if SINGLE slash is present!): // E.g. if current work directory is // 'D:/home/directory' then '/' means 'D:/'. // // Basically '/path' is treated as a *RELATIVE* path // relative to the current drive. '//path' is treated // as absolute one.
JRuby,WITHOUT_CLASSIFICATION,// // Now read unbuffered directly from the file //
JRuby,WITHOUT_CLASSIFICATION,// captures // begin and end are used when not groups defined // source string
JRuby,WITHOUT_CLASSIFICATION,"/*                    $$ = new ArgAuxiliaryNode($1.getPosition() (String) $1.getValue() 1);  */"
JRuby,WITHOUT_CLASSIFICATION,"/*      * This method takes as input a map of operands to their values and outputs     *     * If the value map provides a value for any of the instruction's operands     * this method is expected to replace the original operands with the simplified values.     * It is not required that it do so -- code correctness is not compromised by failure     * to simplify     */"
JRuby,WITHOUT_CLASSIFICATION,// it was not found at all!
JRuby,WITHOUT_CLASSIFICATION,"/*  ================     *  Singleton Methods     *  ================      */"
JRuby,WITHOUT_CLASSIFICATION,// See if we already have this descriptor open. // If so then we can mostly share the handler (keep open // file but possibly change the mode).
JRuby,WITHOUT_CLASSIFICATION,// Class method
JRuby,WITHOUT_CLASSIFICATION,// not synchronizing these methods no harm if these values get set more // than once. // (also note that there's no chance of getting a partially initialized // class/module as happens-before is guaranteed by volatile write/read // of constants table.)
JRuby,WITHOUT_CLASSIFICATION,// For b.foo
JRuby,WITHOUT_CLASSIFICATION,// Does this method define code?  // Default is yes -- which basically leads to pessimistic but safe optimizations // But for library and internal methods this might be false.
JRuby,WITHOUT_CLASSIFICATION,// not closing from finalize
JRuby,WITHOUT_CLASSIFICATION,// Note: this method produces meaningful results // only for RubyIO objects. For everything else returns 0.
JRuby,WITHOUT_CLASSIFICATION,// We yield here to hopefully permit the target thread to schedule // MRI immediately schedules it so this is close but not exact
JRuby,WITHOUT_CLASSIFICATION,// instance config for the script run
JRuby,WITHOUT_CLASSIFICATION,// Special classes like Collections.EMPTY_LIST are inner classes that are private but  // implement public interfaces.  Their methods are all public methods for the public  // interface.  Let these public methods execute via setAccessible(true).
JRuby,WITHOUT_CLASSIFICATION,// If we have more than one arg make sure the array created to contain them is not ObjectSpaced
JRuby,WITHOUT_CLASSIFICATION,// Wire up Function#call(*args) to use the super-fast native invokers
JRuby,WITHOUT_CLASSIFICATION,// line 1014
JRuby,WITHOUT_CLASSIFICATION,// Don't initialize with class // Don't put in object space and don't taint
JRuby,WITHOUT_CLASSIFICATION,// Translate "x &&= y" --> "x = (is_true(x) ? y : false)" --> //  //    x = -- build(x) should return a variable! -- //    f = is_true(x) //    beq(f false L) //    x = -- build(y) -- // L: //
JRuby,WITHOUT_CLASSIFICATION,// fields used for direct (optimistic) calculation // number of significant digits updated as parsed // zeroes that may go to significand or exponent // offset of decimal pt from start (-1 -> no decimal) // significand updated as parsed // exponent updated as parsed
JRuby,WITHOUT_CLASSIFICATION,// add (potentially) overridden names to the key. // TODO: see note above re: optimizations
JRuby,WITHOUT_CLASSIFICATION,// we reached the end
JRuby,WITHOUT_CLASSIFICATION,// declared type returns the qualified name without $ for inner classes!!!
JRuby,WITHOUT_CLASSIFICATION,// goto next bucket
JRuby,WITHOUT_CLASSIFICATION,// MRI behavior: value given in seconds; converted to Float; less // than or equal to zero returns immediately; returns nil
JRuby,WITHOUT_CLASSIFICATION,// we reached the end of a list
JRuby,WITHOUT_CLASSIFICATION,// rest arg must be splatted
JRuby,WITHOUT_CLASSIFICATION,// TODO: varargs?
JRuby,WITHOUT_CLASSIFICATION,"/*     * This method exists for us to break up multiple expression when nodes (e.g. when 123:)     * into individual whenNodes.  The primary reason for this is to ensure lazy evaluation of     * the arguments (when foobargar:) to prevent side-effects.  In the old code this was done     * using nested when statements which was awful for interpreter and compilation.     *     * Notes: This has semantic equivalence but will not be lexically equivalent.  Compiler     * needs to detect same bodies to simplify bytecode generated.     */"
JRuby,WITHOUT_CLASSIFICATION,// note all fields are final -- rehash creates new entries when necessary. // as documented in java.util.concurrent.ConcurrentHashMap.java that will // statistically affect only a small percentage (< 20%) of entries for a given rehash.
JRuby,WITHOUT_CLASSIFICATION,// remove leading whitespace (includes _ for lax) // get sign if any
JRuby,WITHOUT_CLASSIFICATION,// single precision native // single precision native
JRuby,WITHOUT_CLASSIFICATION,// if refcount is at or below zero we're no longer valid
JRuby,WITHOUT_CLASSIFICATION,// Modelled after c ruby implementation (java /% not same as ruby)
JRuby,WITHOUT_CLASSIFICATION,// Correct position for read / write buffering (we could invalidate but expensive)
JRuby,WITHOUT_CLASSIFICATION,// "else" body
JRuby,WITHOUT_CLASSIFICATION,// line 1207
JRuby,WITHOUT_CLASSIFICATION,// // Determine if the parameter might be passed as a 32bit int parameter. // This just applies to buffer/pointer types. //
JRuby,WITHOUT_CLASSIFICATION,// this constructor is used by fdopen so we don't increment descriptor ref count
JRuby,WITHOUT_CLASSIFICATION,// inner class use $ to delimit
JRuby,WITHOUT_CLASSIFICATION,// Copy constructor
JRuby,WITHOUT_CLASSIFICATION,// backwards-compatibility but threadsafe now
JRuby,WITHOUT_CLASSIFICATION,// build first node only and return true
JRuby,WITHOUT_CLASSIFICATION,// Unicode is can be only 21 bits long int is enough
JRuby,WITHOUT_CLASSIFICATION,// <=> may return nil in many circumstances e.g. 3 <=> NaN
JRuby,WITHOUT_CLASSIFICATION,// skip anything not related to jruby
JRuby,WITHOUT_CLASSIFICATION,// block argument assignment if there's a block arg
JRuby,WITHOUT_CLASSIFICATION,//yyLhs 496
JRuby,WITHOUT_CLASSIFICATION,// Check the length every iteration since // the block can modify this string.
