Label, Type, Content
0, Line, //  first convert participant to observer, then observer to participant, 
0, Line, //  convince falseLeader that it is the leader 
0, Block, /*  version - version of config from which we want to reconfigure - if current config is different     * reconfiguration will fail. Should be committed from the CLI to disable this option.      */
0, Line, //  Update the node on the leader 
0, Line, // check for the code path that throws at server 
0, Line, //  Number of machines increases, my server is not in the new cluster   load on old servers must be decreased, so must connect to one of the   new servers   i.e., pNew = 1. 
0, Line, //  set watches on child 
0, Line, //  take a snapshot 
0, Line, //  65537 
0, Line, //  We have the request, now process and setup for next 
0, Line, //  512k 
0, Line, //  check that static config file doesn't include membership info   and has a pointer to the dynamic configuration file 
0, Line, //  Fallthrough and log errors outside the synchronized block 
0, Line, //  we are going to have to extrapolate the epoch information 
0, Line, //  best effort to print the path assoc with this request 
0, Line, //  and close the connection to the leader 
1, Block, /*          * Occasionally seen false negatives with a 5s timeout.          */
0, Line, // if neither option -n or -b is specified, we delete   the quota node for thsi node. 
0, Line, //  shutdown() has to be explicitly called for every thread to   make sure that resources are freed properly and all fixed network ports   are available for other test cases 
0, Line, //  we are now going to start getting transactions to apply followed by an UPTODATE 
0, Block, /*      * (non-Javadoc)     *      * @see     * javax.swing.event.TreeSelectionListener#valueChanged(javax.swing.event     * .TreeSelectionEvent)      */
0, Line, //  hdm.addLoggerMBean(logger.getName()); 
0, Line, //  2 followers out of 3 are a majority of the voting view 
0, Line, //  its supposed to be the first server on serverList.   we'll set it later, see below (*) 
0, Line, //  config file. 
0, Line, //  don't overwrite with "special" xids - we're interested   in the clients last real operation 
0, Block, /* election port */
0, Block, /*                 cversion > 0: keep newly created containers from being deleted                before any children have been added. If you were to create the                container just before a container cleaning period the container                would be immediately be deleted.              */
0, Line, //  interesting to see what's there... 
0, Line, //  During session upgrade 
0, Line, //  Construct a connection request 
0, Line, //  create a /test znode and check that read/write works before 
0, Line, //  Next the old servers 
0, Line, //  during second iteration leavingIndex will be the index of the leader 
0, Block, /*  password is 'test' */
0, Line, //  org.apache.log4j.LogManager.getLoggerRepository(); 
0, Line, //  Make sure nothing is straggling! 
0, Block, /* quorum port */
0, Line, //  Attempting to load with the wrong key password should fail 
0, Line, //  there can be extra sessionClose proposals 
0, Line, //  create 5 servers 
1, Line, //  TODO - investigate why reconfig makes qps null. 
0, Line, //  Trigger the watches and ensure they properly propagate to the client 
0, Block, /*  4 MB  */
1, Line, //  TODO: if zks.processPacket() is changed to take a ByteBuffer[],   we could implement zero-copy queueing. 
0, Line, //  Get the string that is being dropped. 
0, Block, /*      * (non-Javadoc)     *      * @seeorg.apache.zookeeper.inspector.manager.ZooInspectorReadOnlyManager#     * getNodeChild(java.lang.String, int)      */
0, Line, //  Get memory information. 
0, Line, //  Make all zxids for a given vote id equal to the largest zxid seen for 
0, Line, //  use async, otherwise it will block the logLock in   ZKDatabase and the setData request will timeout 
0, Line, //  10.10.10.2:1236, 10.10.10.1:1235 
0, Line, //  create ephemeral node 
0, Block, /*              * We match with nextPending so that we can move to the             * next request when it is committed. We also want to             * use nextPending because it has the cnxn member set             * properly.              */
0, Line, // set that we have been interrupted. 
0, Block, /*          * First make the views consistent. Sometimes peers will have different         * zxids for a server depending on timing.          */
0, Line, //  Verify that FinalRequestProcessor hasn't changed the original ACL objects 
0, Line, //  first address worked 
0, Line, //  cause disconnection - this will cause next to be called   which will in turn call nextReconfigMode
0, Line, //  Try to reduce memory consumption by freeing up buffer space   which is no longer needed. 
0, Line, //  wait until followers time out in getEpochToPropose - they shouldn't return   normally because the leader didn't execute getEpochToPropose and so its epoch was not 
0, Line, //  seconds, so it should be plenty of time 
0, Line, //  add all to commandMap 
0, Line, //  Assume this is an existing cluster. 
0, Line, //   we check events 
0, Line, //  If there is only one createSession request in between, zxid diff   will be exactly 2. The alternative way of checking is to actually 
0, Line, //  verify all the servers reporting same number of nodes 
0, Line, //  increase the tick time to delay the leader going to looking 
0, Line, //  server ids are 1, 2 and 3 
0, Line, //  However, we should be able to disconnect and reconnect to the same   server with the same session id (as long as we do it quickly 
0, Line, //  waiting time for expected condition 
0, Block, /*      * (non-Javadoc)     *      * @see     * org.apache.zookeeper.inspector.manager.ZooInspectorReadOnlyManager#getACLs     * (java.lang.String)      */
0, Block, /*              * Wait until leader starts up              */
0, Line, //  6. exit follower A after taking snapshot 
0, Line, //  the dynamic file pointer. 
0, Line, //  Append and commit 2 transactions to the log 
0, Block, /*      * (non-Javadoc)     *      * @see java.lang.Object#hashCode()      */
0, Block, /*          * (non-Javadoc)         *         * @see org.apache.zookeeper.server.RequestProcessor#processRequest(org.apache.zookeeper.server.Request)          */
0, Line, //  try sync zk exists  
0, Line, //  Attempt to renegotiate after establishing the connection 
0, Line, //  Verify AlwaysOnTop Flag... 
0, Line, //  Leader and learner will control the zookeeper server and pass it into QuorumPeer. 
0, Line, //  /foo 
0, Line, //  We don't want to do this check since the session expiration thread   queues up this operation without being the session owner.   this request is the last of the session so it should be ok  zks.sessionTracker.checkSession(request.sessionId, request.getOwner()); 
0, Line, //  ok we have some match and need to update 
0, Line, //  object created but start() not called yet   start() called but background thread has not entered main loop   background thread is running   stop() called but background thread has not exited main loop   stop() called and background thread has exited, or background thread crashed 
0, Line, //  if it is already simple, just return it 
0, Line, //  waiting for re-election. 
0, Line, //  ************** target file does not exist 
0, Line, //  note that clientToken might be empty (clientToken.length == 0):   if using the DIGEST-MD5 mechanism, clientToken will be empty at the beginning of the   SASL negotiation process. 
0, Line, // check that membership makes sense; leader will make these checks again  don't check for leader election ports since   client doesn't know what leader election alg is used 
1, Line, //  Note that this performance assumption might not hold true for architectures other than x86_64. 
0, Line, //  we've already validated, therefore if the path is of length 1 it's the root 
0, Line, // PASS 
0, Line, //  this replicates NC - close the output stream before reading 
0, Line, //  No command specified, print links to all commands instead 
0, Line, //  Apply to db directly if we haven't taken the snapshot
0, Line, //  Check if stopped while request was on queue
0, Line, //  a session should automatically expire after an amount of time 
0, Line, //  with 0-padding in the filename 
0, Line, //  we are the final link in the chain 
0, Line, //  done checking - it's the root 
0, Line, //  Set default font... 
0, Block, /*  leaving - comma separated list of server IDs to be removed from the ensemble. Only used for     * incremental reconfigurations.      */
0, Line, //  try node creation for around 15 second, 
0, Line, //  If the user explicitly overrides the default Login Context, they probably expected SASL to   succeed. But if we got here, SASL failed. 
0, Line, //  Servers have been set up. Now go test if secure connection is successful. 
0, Line, //  assert remotePeerBean.1 of ReplicatedServer_2 
0, Line, //  The leader is going to dump the database 
0, Line, //  for a dead peer 
0, Line, //  VisibleForTesting 
0, Line, // login and also update the subject field of this instance to 
0, Block, /*      * Process a sync request      */
0, Line, //  However a failure is still expected as user is not authenticated, so ACL check will fail. 
0, Line, //  Thread.sleep(100);   } 
0, Line, //  Note that this thread isn't going to be doing anything else,   so rather than spawning another thread, we will just call   run() in this thread. 
0, Line, // dumpConnections connection is implemented only in NIOServerCnxnFactory 
0, Line, //  make sure that they timed out and didn't return normally   
0, Line, //  we don't need to roll back any records because there is nothing left. 
0, Line, //  & 0xFFFFFFFFL;   >> 32; 
0, Line, // incremental change - must be a majority quorum system    
0, Line, //  assert remotePeerBean.1 of ReplicatedServer_3 
0, Line, //  Exception is set when local session failed to upgrade   so we just need to report the error 
0, Line, //  Have to check !closingChannel, because an error in   receiveMessage() could have led to close() being called. 
0, Line, //  -2 is the xid for pings 
0, Line, //  concurrent reconfigs are allowed, this can happen. 
0, Line, //  Oldest log is already remove, so this should point to the start of 
0, Line, //  reconstructing transaction with the chroot prefix 
0, Line, //  Verify the data in the second transaction 
1, Line, //  Note: the new buffer size is a hint and socket implementation   is free to ignore it, so we don't verify that we get back the   same value. 
0, Line, //  now check if the bytes match the quota 
0, Line, //  Step for the toaster 
1, Line, // TODO should this be synchronized? 
0, Block, /*              * Higher zxid              */
0, Line, //  the list is already removed from the ephemerals   so we do not have to worry about synchronizing on   the list. This is only called from FinalRequestProcessor   so there is no need for synchronization. The list is not   changed here. Only create and delete change the list which   are again called from FinalRequestProcessor in sequence. 
0, Block, /*      * (non-Javadoc)     *      * @see     * javax.swing.event.ChangeListener#stateChanged(javax.swing.event.ChangeEvent     * )      */
0, Line, //  authentication packet. 
0, Line, //  This should never happen! 
0, Line, //  But still, what's valid in white list will get through. 
0, Line, //  we need to make sure that we don't take the snapshot twice. 
0, Line, //  if so, I'll remain the leader     
0, Line, //  or fails. 
0, Line, //  DIFF + 4 proposals + 4 commit 
0, Line, //  If the connect attempt was cancelled but succeeded   anyway, make sure to close the channel, otherwise   we may leak a file descriptor. 
0, Line, //  Reset to MIN_SNAP_RETAIN_COUNT if invalid (less than 3)   PurgeTxnLog.purge(File, File, int) will not allow to purge less 
0, Line, //  2) verify that empty child name success if sequential  
0, Line, //  We send TRUNC to 3 and forward any packet starting 5 
0, Line, //  if node is created successfully then it means that ZooKeeper service 
0, Line, //  @VisibleForTesting 
0, Line, //  Throttle acceptance of new requests. If this entailed a state change, 
0, Block, /*              * Main loop              */
0, Line, //  This should never happen, but we should fall back to sending   snapshot just in case. 
0, Block, /*      * (non-Javadoc)     *      * @seeorg.apache.zookeeper.inspector.manager.ZooInspectorReadOnlyManager#     * getSessionMeta()      */
0, Line, //  Add all the removed watch events to the event queue, so that the   clients will be notified with 'Data/Child WatchRemoved' event type. 
0, Line, //  The pattern is holding so far.  Let's run the counter a bit   to be sure it continues to spit out the correct answer 
0, Block, /*          * Creates list of peers.          */
0, Line, //  Use a single listener instance to reduce GC   Note: this listener is only added when LOG.isTraceEnabled() is true, 
0, Line, //  last op committed was a leader change - from now on    the new leader should commit         
0, Line, //  New Watcher which will be used for removal 
0, Line, //  3: close the session so that ephemeral node is deleted 
1, Line, // TODO: use a factory rather than a switch 
0, Line, //  CN matching has been deprecated by rfc2818 and can be used   as fallback only when no subjectAlts are available 
0, Line, //  content changed 
0, Line, //  write extra configurations 
0, Line, //  During connection expiry the server will close the connection.   After the socket is closed, when the client tries to read a   line of text it will throw java.net.SocketException.   @see jira issue ZOOKEEPER-1862 
0, Line, //  if session creation Assert.fails dump the thread stack   and try the next server 
0, Line, //  extract server id x from first part of joiner: server.x 
0, Line, //  learner with ipaddress in principal 
0, Line, //  This is expected case since server 0 is down and 3 can't vote   (observer in current role) and we need 3 votes from 0, 1, 2, 3, 
0, Line, //  remove watcher for each node and remove node from   collection of watched nodes 
0, Line, //  Create the NIOServerCnxn that will handle the client requests 
0, Line, //  ok this is the limit node   get the real node and update   the count and the bytes 
0, Line, // wait for servers to be up 
0, Line, //  try it again 
0, Line, //  Set to true when connected to a quorum server. 
0, Line, //  worst case here the tmp file/resources(fd) are not cleaned up   and the caller will be notified (IOException) 
0, Line, //  Test child watch and create with sequence 
0, Block, /*  return a zxid of zero, since we the database is empty  */
0, Line, //  Start 3rd peer and check if it joins the quorum 
0, Line, //  Authenticate client certificate 
0, Line, //  Use setData instead of sync API to force a view update.   Check ZOOKEEPER-2137 for details. 
0, Line, //  Color for toaster 
0, Line, //  now check if the counts match the quota 
0, Line, //  Here we enable the 4lw which ZooKeeper tests depends. 
0, Block, /*      * (non-Javadoc)     *      * @seeorg.apache.zookeeper.inspector.manager.ZooInspectorManager#     * setLastConnectionProps(java.util.Properties)      */
0, Line, //  this is the only child node. 
0, Line, //  make sure it has a chance to write it to disk 
0, Line, //  Start and schedule the the purge task 
0, Line, //  Peer is within committedLog range 
0, Line, // empty logs 
0, Line, //  Close the client without changing the node 
0, Line, //  We don't need to worry about removing empty sets,   they'll eventually be removed when they expire. 
0, Line, //  shouldn't happen without filter 
0, Line, //  -1 means notification 
0, Line, //  Kill half the servers, make a change, restart the dead 
0, Block, /*                  * Sends more notifications if haven't received enough.                 * Otherwise processes new notification.                  */
0, Block, /*      * Shutdown flag      */
0, Line, //  Assert 
0, Block, /*      * getZNodeList and getZNodeListJSON are bogus - but necessary.     * Unfortunately Jersey 1.0.3 is unable to render both xml and json properly     * in the case where a object contains a list/array. It's impossible to get     * it to render properly for both. As a result we need to split into two     * jaxb classes.      */
0, Line, //  TODO test octet fully 
0, Line, //  This can happen in state transitions,   just ignore the request 
0, Line, //  http://docs.oracle.com/javase/6/docs/technotes/guides/security/jgss/jgss-features.html   """   In addition, when performing operations as a particular   Subject, e.g. Subject.doAs(...) or   Subject.doAsPrivileged(...),   the to-be-used GSSCredential should be added to Subject's   private credential set. Otherwise, the GSS operations will   fail since no credential is found.   """ 
0, Line, //  Local session 
0, Block, /*                      * Building notification packet to send                      */
0, Line, //  2 followers out of 5 is not a majority 
0, Line, //  ignore 
0, Line, //  do authenticating learner 
0, Line, //  SASL authentication is completed, successfully or not:   enable the socket's writable flag so that any packets waiting for authentication to complete in 
0, Line, //  Assert   Resolver called 10 times, because we shouldn't cache the resolved addresses 
0, Line, //  stat, ruok and isro are white listed. 
0, Line, //  the response 
0, Line, //  getting a quorum from all necessary configurations. 
0, Line, //  ignore for purposes of this test 
0, Line, //  1. Matches authenticationID and authorizationID 
0, Block, /*  In the following IF-THEN-ELSE block, we process syncs on the leader.         * If the sync is coming from a follower, then the follower         * handler adds it to syncHandler. Otherwise, if it is a client of         * the leader that issued the sync command, then syncHandler won't         * contain the handler. In this case, we add it to syncHandler, and         * call processRequest on the next processor.          */
0, Line, //  check for well formed ACLs   This resolves https://issues.apache.org/jira/browse/ZOOKEEPER-1877 
0, Line, //  make sure everything is consistent 
0, Line, //  2. kill all followers 
0, Block, /*      * Class to verify of the thread has become a follower      */
0, Line, //  Exists only to defeat instantiation. 
0, Line, //  we should see that now all servers have the same config of 5 servers 
0, Line, //  possible 
0, Line, //  Test synchronous API 
0, Line, //  2nd read is after the renegotiation attempt and will fail 
0, Line, //  TODO Write the v6addr2Bytes 
0, Line, //  wait up to 30 seconds for the disco to be delivered 
0, Block, /*                      * Return message to queue for another attempt later if                     * epoch hasn't changed.                      */
0, Line, //  if not RSA, assume EC 
0, Block, /*  This file copied from Hadoop's security branch,  * with the following changes:  * 1. package changed from org.apache.hadoop.security to  *    org.apache.zookeeper.server.auth.  * 2. Usage of Hadoop's Configuration class removed since  *    it is not available in Zookeeper: instead, system property  *    "zookeeper.security.auth_to_local" is used.   */
0, Line, //  note that we should run the server, shut it down and only then   simulate a reconfig in progress by writing the temp file, but here no   other server is competing with them in FLE, so we can skip this step 
0, Block, /*      * We populate the necessary data structures in the CommitProcessor     * instance and run processCommitted      */
0, Line, //  create persistent sequential node 
0, Line, //  pick a reasonable epoch number   this should only happen once when moving to a   new code version 
0, Line, //  Set the joining/leaving/members values based on the mode we're in 
0, Block, /*                  * Processing queuedRequests: Process the next requests until we                 * find one for which we need to wait for a commit. We cannot                 * process a read request while we are processing write request.                  */
0, Block, /*  * This code is originally from HDFS, see the similarly named file there * in case of bug fixing, history, etc. * * Branch : trunk * Github Revision: 1d1ab587e4e92ce3aea4cb144811f69145cb3b33  */
0, Line, //  Try to remove follower2, which is the only remaining server. This should fail. 
0, Line, //  Write to txnlog and take periodic snapshot 
0, Line, //  This test simulate the use case of change of membership through rolling   restart. For a 3 node ensemble we expand it to a 5 node ensemble, verify   during the process each node has the expected configuration setting pushed   via updating local zoo.cfg file. 
0, Line, //  validate upper limit 
0, Line, //  Wait for the listener to terminate. 
0, Line, //  8. now we have invalid data on disk, let's load it and verify 
0, Line, //  don't do anything 
0, Line, //  simply return don't require auth 
0, Line, //  set saslLoginFailed to true to simulate the LoginException 
0, Line, //  aborting multi shouldn't leave any record. 
0, Line, //  The only requests that should be on toBeApplied are write   requests, for which we will have a hdr. We can't simply use   request.zxid here because that is set on read requests to equal   the zxid of the last write op. 
0, Block, /*                              * If don't have challenge yet, skip sending                             * notification                              */
0, Line, //  things needed for waitForNewLeaderAck to run (usually in leader.lead(), but we're not running leader here) 
0, Line, //  also clears the wantClientAuth flag according to docs 
0, Line, //  ..but consume (with a log message) all other types of exceptions. 
0, Line, //  Member variables for mocking ZkDatabase 
0, Line, //  else there is no need to clear the database    * When a new quorum is established we can still apply the diff      on top of the same zkDb data    * If we fetch a new snapshot from leader, the zkDb will be      cleared anyway before loading the snapshot 
0, Line, // One time scheduling. 
0, Line, //  Regardless of TICKET_RENEW_WINDOW setting above and the ticket expiry time,   thread will not sleep between refresh attempts any less than 1 minute (60*1000 milliseconds = 1 minute). 
0, Line, //  by whether we have any pending buffers on the output queue or not 
0, Line, //  we are throttled, so we need to queue 
0, Line, //  remember these servers so we can add them back later 
0, Block, /*  DNS resolution tests  */
1, Line, //  XXX No need to do anything 
0, Line, //  Try to load a password-protected private key with the wrong password 
0, Line, //  force a buffer fill on next read 
0, Line, //  Test view contains other servers 
0, Line, //  Make sure the first handshake completed and only the second   one failed. 
0, Line, //  The value of callCount can exceed 1 only if the callback thread 
0, Line, // we will get a checksum failure 
0, Line, //  Read the log back from disk, this will throw a java.io.IOException: CRC check failed prior to ZOOKEEPER-2249 
0, Line, //  Account for running within IKVM and create a new MBeanServer   if the PlatformMBeanServer does not exist. 
0, Line, //  Registers shutdown handler which will be used to know the 
0, Line, //  session moved is a connection level error, we need to tear   down the connection otw ZOOKEEPER-710 might happen   ie client on slow follower starts to renew session, fails   before this completes, then tries the fast follower (leader)   and is successful, however the initial renew is then   successfully fwd/processed by the leader and as a result   the client and leader disagree on where the client is most   recently attached (and therefore invalid SESSION MOVED generated) 
0, Line, //  If have received from all nodes, then terminate 
0, Line, //  we're done; don't expect to send another BIND 
0, Block, /*      * (non-Javadoc)     *     * @see org.apache.zookeeper.Watcher#process(org.apache.zookeeper.WatcherEvent)      */
0, Line, //  write length of message 
1, Line, //  Session has not been re-validated ! 
0, Block, /*  Reconfig tests with IP addresses  */
0, Block, /*      * Flag to determine whether to authenticate or not      */
0, Line, //  Since the proposal has been committed we need to send the   commit message also 
0, Line, //  now corrupt the snapshot 
0, Line, //  reset cnxn factory 
0, Block, /*      * To enable observers to have no identifier, we need a generic identifier     * at least for QuorumCnxManager. We use the following constant to as the     * value of such a generic identifier.      */
0, Line, //  Try connecting with the same session id on a different 
0, Line, //  A session can both be a local and global session during   upgrade 
0, Line, //  directories 
0, Line, //  Ignoring exception. If there is an interrupted exception   then one of the following assertion will fail 
0, Line, //  and try to renew the ticket. 
0, Line, //  finally, we should also check that the lag-off server has updated 
0, Line, //  create 3 servers 
0, Line, // CheckedOutputStream cout = new CheckedOutputStream() 
0, Line, //  @see jira issue ZOOKEEPER-961 
0, Line, //  We start at 1 because / will create an empty part first 
0, Line, // If wins the challenge, then close the new connection. 
0, Line, //  Thrown if the caller does not have permission to retrieve the Configuration.   In this case, simply returning false is correct. 
0, Line, //  this is ok, it just means that the session revalidation failed. 
0, Line, //  this is fine 
0, Line, //  verify that now ZooKeeper service is up and running 
0, Line, //  it should exist 
0, Line, //  change everyone's leader election port 
0, Line, //  the files we expected 
0, Line, //  verify access using original auth 
0, Line, //  specific election address 
0, Line, //  node doesn't exists 
0, Line, //  truncate it 
0, Line, //  Snapshot containing 5000-byte znode and logfile containing create txn 
0, Line, //  leader goes in looking state 
0, Block, /*                      * This sleep time represents the time a follower                     * would take to declare the leader dead and start                     * a new leader election.                      */
0, Line, //  Number of machines increased, my server is not in the new cluster 
0, Block, /*          * peer1 and peer2 are A and B in the above example.          */
0, Line, //  init connection executors 
0, Block, /*      * Verify that all of the servers see the same number of nodes     * at the root      */
0, Line, //  property is not set we should get the default value 
0, Block, /*                      * Building challenge packet to send                      */
0, Line, // tried all servers and couldn't connect 
0, Line, //  This is the only place that can throw IO exception 
0, Block, /*          * (non-Javadoc)         *          * @see javax.swing.tree.TreeNode#getAllowsChildren()          */
0, Block, /*      * Generates 3 ports per server      */
0, Line, //  is a CA 
0, Line, //  Now do the tally 
0, Block, /*  Pretend that any watcher exists  */
0, Line, //  10.10.10.4:1238, 10.10.10.3:1237, 10.10.10.2:1236, 10.10.10.1:1235   10.10.10.3:1237, 10.10.10.2:1236, 10.10.10.1:1235 
0, Line, //  This server should fail to join the quorum as it is not using TLSv1.2 
0, Line, //  This method is to maintain compatiblity of startup(zks) and enable sharing of zks 
0, Line, //  Assuming the packet will be sent out successfully. Because if it fails,   the channel will close and clean up queues. 
0, Line, //  See ZooKeeper.java for an explanation of why we need @SuppressWarnings("try") 
0, Line, //  create with CreateMode 
0, Line, //     which means it acked from itself 
0, Block, /*              * There are two things going on in the logic below:             *              * 1. skip comparing the zxid and electionEpoch for votes for servers              *    out of election.              *                 *    Need to skip those because they can be inconsistent due to               *    scenarios described in QuorumPeer.updateElectionVote.              *             *    And given that only one ensemble can be running at a single point              *    in time and that each epoch is used only once, using only id and              *    epoch to compare the votes is sufficient.             *             *    {@see https://issues.apache.org/jira/browse/ZOOKEEPER-1805}             *             * 2. skip comparing peerEpoch if if we're running with mixed ensemble              *    with (version > 0x0) and without the change (version = 0x0)              *    introduced in ZOOKEEPER-1732.             *             *    {@see https://issues.apache.org/jira/browse/ZOOKEEPER-1732}             *             *    The server running with and without ZOOKEEPER-1732 will return              *    different peerEpoch. During rolling upgrades, it's possible             *    that 2/5 servers are returning epoch 1, while the other 2/5             *    are returning epoch 2, the other server need to ignore the              *    peerEpoch to be able to join it.              */
0, Line, //  we are done with deserializing the   the datatree   update the quotas - create path trie   and also update the stat nodes 
0, Line, //  Restore the System property if it was set previously 
0, Line, //  Do a simple operation to make sure the connection is fine. 
0, Line, //  Current number of toaster... 
0, Line, //  Check that the servers are up, have the right config and can process operations. 
0, Line, //  need to cancel this selection key from the selector 
0, Line, //  Data should get updated 
0, Line, //  We throw LoginExceptions... 
0, Line, //  materialize the watchers based on the event 
0, Line, //  9. start follower A, after it's in broadcast state, make sure 
0, Line, //  quorum as this needs auth. 
0, Line, //  validate that the old value is there and not the new one 
0, Line, //  read error and input streams as this would free up the buffers 
0, Line, //  new RuntimeException("Calling shutdown").printStackTrace(); 
0, Block, /*  Useful for testing watch handling behavior  */
0, Line, //  SASL authentication completes. 
0, Block, /*                      * We only partially sent this buffer, so we update                     * the position and exit the loop.                      */
0, Line, //  Add multiple data watches 
0, Line, //  create ephemeral znode 
0, Line, //  This is a severe error that we cannot recover from,   so we need to exit 
0, Line, //  but written out to the transaction log 
0, Line, //  Rest of commands fail. 
0, Line, //  no principals: must not be GSSAPI: use DIGEST-MD5 mechanism   instead. 
0, Line, //  This is the same object as this.zk, but we cache the downcast op 
0, Line, //  the version appended to filename should be the same as   the one of quorum verifier. 
0, Line, //  Override setting in ZKTestCase 
0, Line, // should not be able to remove follower 2 
0, Line, //  1246, 1245, 1244, 1243, 1242, 1241,   1240, 1239, 1238, 1237 
0, Line, //  lets either become the leader or watch the new/updated node 
0, Line, //  servers list, but there's no "peerType=observer" token in config 
0, Line, //  to be started (which should take one tickTime (2 seconds)) 
0, Line, //  4. on the customized leader catch the startForwarding call      (without synchronized), set the node to value v1, then      call the super.startForwarding to generate the ongoing 
0, Line, //  Let's just make sure it can still move 
0, Line, //  ok, exception as expected. 
0, Line, //  use out-of-band method to verify 
0, Line, //  We track totals by seconds 
0, Line, //  check that the dynamic configuration file contains the membership info 
0, Line, //  get the args 
0, Line, //  is available 
0, Line, //  e.g. serviceHostnameAndKerbDomain := 
1, Line, //  It is sad that isro and srvr are used by ZooKeeper itself. Need fix this   before deprecating 4lw. 
0, Line, //  start taking old servers 
0, Block, /*          * When leader election is completed, the leader will set its         * lastProcessedZxid to be (epoch < 32). There will be no txn associated         * with this zxid.         *         * The learner will set its lastProcessedZxid to the same value if         * it get DIFF or SNAP from the leader. If the same learner come         * back to sync with leader using this zxid, we will never find this         * zxid in our history. In this case, we will ignore TRUNC logic and         * always send DIFF if we have old enough history          */
0, Line, //  Remove all the watchers for the given path 
0, Line, //  we don't backup static config for standalone mode.   we also don't backup if reconfig feature is disabled. 
0, Line, //  wait for the the request processor to do his job 
0, Line, //  We should be able to reconnect with the same session id on a 
0, Line, //  just make sure that we actually did get it in process at the 
0, Block, /*          * Send follower info, including last zxid and sid          */
0, Line, //  On Java 9 and later, prefer GCM ciphers due to improved AES-NI support. 
0, Line, //  simulate the upgrading scenario, where the reconfig znode 
0, Line, //  Another client deleted the node first. 
0, Line, //  Clean up the dead machines 
0, Line, //  Since we preallocate, we define EOF to be an 
0, Line, //  This test takes too long tos run! 
0, Line, //  changing a server's role / port is done by "adding" it with the same 
0, Line, //  We send TRUNC to 3 and forward any packet starting at 
0, Line, //  need to wake on connect success or failure to avoid   timing out ClientCnxn.SendThread which may be   blocked waiting for first connect in doTransport(). 
0, Line, //  file should not exist 
0, Line, //  start old cluster 
0, Line, //  Since client's authentication with server is in progress,   send only the null-header packet queued by primeConnection().   This packet must be sent so that the SASL authentication process   can proceed, but all other packets should wait until 
0, Line, //  We send TRUNC to 3 and forward any packet starting at maxCommittedLog 
0, Line, //  set shutdown flag 
0, Line, //  everything went ok 
0, Line, //  first line should be version info 
0, Line, //  Push an update request on the queue to resume selecting   on the current set of interest ops, which may have changed 
0, Line, //  Inform /foo2 update 
0, Block, /*      * Negative counter for observer server ids.      */
0, Line, //  to keep the quorum peer running and force it to go into the looking state, we kill leader election 
0, Line, //  1. set up an ensemble with 3 servers 
0, Line, // Anything after this needs to go to the transaction log, not applied directly in memory 
0, Line, //  servers 0 and 1 should connect to all servers, including the one in 
0, Line, //  make sure we have all servers listed 
0, Block, /*          * Current state;          */
1, Line, //  TODO we need to figure out the security requirement for this! 
0, Line, //  Property value takes precedence if provided 
0, Block, /*      * Counter to count connection processing threads.      */
0, Line, //  Delaying the zk server startup so that   ZooKeeperServer#sessionTracker reference won't be   initialized. In the defect scenario, while processing the   connection request zkServer needs sessionTracker reference,   but this is not yet initialized and the server is still in   the startup phase, resulting in NPE. 
0, Block, /*      * Default value of peer is participant      */
0, Line, //  Now, try an ephemeral node. This will trigger session upgrade   so there will be createSession request inject into the pipeline 
0, Line, //  2. SASL authentication has succeeded or failed.. 
0, Line, //  is older than on-disk txnlog 
0, Line, //  Header   Base64 text   Footer 
0, Line, //  just move it to the new list 
0, Block, /*  members - comma separated list of new membership information (e.g., contents of a membership     * configuration file) - for use only with a non-incremental reconfiguration. This may be specified     * manually via the -members flag or it will automatically be filled in by reading the contents     * of an actual configuration file using the -file flag.      */
0, Line, //  if the server is not running or hits an internal error. 
0, Block, /*      * Reception queue      */
0, Line, //  Simple error checking for conflicting modes 
0, Line, //  Prime the server that is going to come in late with 50 txns 
0, Line, //  Validate that we don't see any txn from the second session 
0, Line, //  could not create tmp directory to hold JAAS conf file : test will fail now. 
0, Line, //  If running outside the context of Ant or Ant is using a single   test process, then use all valid ports. 
0, Line, //  this is the backwardCompatibility mode in place before ZK-107   It is for a version of the protocol in which we didn't send peer epoch 
0, Line, //  Data watcher 
0, Line, //  1 follower out of 3 is not a majority 
0, Line, //  Check that the first operation is successful in all request 
0, Line, //  check throttling 
0, Line, //  start servers 
0, Block, /*          * Epoch          */
0, Block, /*      * (non-Javadoc)     *      * @seeorg.apache.zookeeper.inspector.manager.ZooInspectorReadOnlyManager#     * getChildren(java.lang.String)      */
0, Line, //  current leader candidate 
0, Line, //  disconnect the client by killing the socket, not sending the   session disconnect to the server as usual. This allows the test   to verify disconnect handling 
0, Line, //  Delete the first log file, so we will fail to read it back from disk 
1, Line, //  Problem 1: Follower had one extra ephemeral node /e1 
0, Line, //  since user has provided sessionId 
0, Line, //  the outgoing queue will be sent to the Zookeeper server. 
0, Line, //  Nothing needed 
0, Line, //  Peer miss the committedLog and txnlog is disabled 
0, Line, //  Didn't read anything within the timeout, fallthrough and assume the connection is plaintext. 
0, Line, //  to the start of the txn 
0, Line, //  Number of znodes this test creates in each snapshot. 
0, Block, /*          * Message tag          */
0, Line, //  add itself 
0, Line, //  this node does not have a child   is the leaf node   check if its the leaf node 
0, Line, //  This will wake up the accept thread and the other selector   threads, and tell the worker thread pool to begin shutdown. 
0, Line, //  fle = fast leader election 
